Logged in

Found 5277 pages in category

1. [[Abito Shrine]] - HAS template, keeping
2468. [[Kusaoka Shrine]] - HAS template, keeping
2469. [[Kusaoka Shrine (Etchū Province)]] - NO template, DELETING
2470. [[Kusaoka Shrine (Q135194974)]] - HAS template, keeping
2471. [[Kusatsuohotoshino Shrine]] - HAS template, keeping
2472. [[Kusawokano Shrine]] - HAS template, keeping
2473. [[Kushi iwamado Shrine]] - HAS template, keeping
2474. [[Kushibi Shrine]] - HAS template, keeping
2475. [[Kushida Shrine (Ise Province)]] - NO template, DELETING
2476. [[Kushida Shrine (Matsusaka)]] - HAS template, keeping
2477. [[Kushida Shrine (Q135186410)]] - HAS template, keeping
2478. [[Kushida Shrine, Imizu]] - HAS template, keeping
2479. [[Kushiina Inataki-hime Shrine (Iikawa Town)]] - HAS template, keeping
2480. [[Kushiina Inataki-hime Shrine (Kokubu Town)]] - HAS template, keeping
2481. [[Kushiinatakino Shrine]] - HAS template, keeping
2482. [[Kushimachinomikotono Shrine]] - HAS template, keeping
2483. [[Kushimikenono Shrine]] - HAS template, keeping
2484. [[Kushinashino Shrine]] - HAS template, keeping
2485. [[Kushiro-kokeka- Shrine]] - HAS template, keeping
2486. [[Kushirokahime Shrine]] - HAS template, keeping
2487. [[Kushitamahime Shrine]] - HAS template, keeping
2488. [[Kushitamanomikoto Shrine]] - HAS template, keeping
2489. [[Kushitano Shrine]] - HAS template, keeping
2490. [[Kushitatsukimotono Shrine]] - HAS template, keeping
2491. [[Kusuhinano Shrine]] - HAS template, keeping
2492. [[Kusumi Shrine]] - HAS template, keeping
2493. [[Kusumoto Shrine]] - HAS template, keeping
2494. [[Kusumoto Shrine (Kita Kinomoto)]] - HAS template, keeping
2495. [[Kusumoto Shrine (Minami Kinomoto)]] - HAS template, keeping
2496. [[Kusumotono Shrine]] - HAS template, keeping
2497. [[Kususumino Shrine]] - HAS template, keeping
2498. [[Kusuyano Shrine]] - HAS template, keeping
2499. [[Kutamano Shrine]] - HAS template, keeping
2500. [[Kutamino Shrine]] - HAS template, keeping
2501. [[Kutamino Shrine (Q135040777)]] - HAS template, keeping
2502. [[Kutamino Shrine (Q135040940)]] - HAS template, keeping
2503. [[Kutamino Shrine (Q135270429)]] - HAS template, keeping
2504. [[Kutano Shrine]] - HAS template, keeping
2505. [[Kutaya Shrine]] - HAS template, keeping
2506. [[Kutehikono Shrine]] - HAS template, keeping
2507. [[Kutono Shrine]] - HAS template, keeping
2508. [[Kutono Shrine (Q135041185)]] - HAS template, keeping
2509. [[Kutowa- Shrine]] - HAS template, keeping
2510. [[Kutsumino Shrine]] - HAS template, keeping
2511. [[Kutsumino Shrine (Echizen Province)]] - NO template, DELETING
2512. [[Kutsumino Shrine (Izu Province)]] - NO template, DELETING
2513. [[Kutsumino Shrine (Q135039669)]] - HAS template, keeping
2514. [[Kutsumino Shrine (Q135270418)]] - HAS template, keeping
2515. [[Kutsuno Shrine]] - HAS template, keeping
2516. [[Kutsuokamino Shrine]] - HAS template, keeping
2517. [[Kuwabara Shrine]] - HAS template, keeping
2518. [[Kuwabara Shrine (Kuwanohon, Takeno Town)]] - HAS template, keeping
2519. [[Kuwabara Shrine (Morimoto, Takeno Town)]] - HAS template, keeping
2520. [[Kuwada Shrine]] - HAS template, keeping
2521. [[Kuwado Shrine]] - HAS template, keeping
2522. [[Kuwahara Shrine]] - HAS template, keeping
2523. [[Kuwahara Shrine (Tajima Province)]] - HAS template, keeping
2524. [[Kuwata Shrine (Mahori)]] - HAS template, keeping
2525. [[Kuwato Shrine]] - HAS template, keeping
2526. [[Kuwayama Shrine]] - HAS template, keeping
2527. [[Kuzu Shrine]] - HAS template, keeping
2528. [[Kuzu Shrine (Q135069143)]] - HAS template, keeping
2529. [[Kuzumi Shrine]] - HAS template, keeping
2530. [[Kō Shrine]] - HAS template, keeping
2531. [[Kō Shrine (Hida Province)]] - NO template, DELETING
2532. [[Kō Shrine (Q11618837)]] - HAS template, keeping
2533. [[Kōmi Shrine]] - HAS template, keeping
2534. [[Kōra taisha]] - HAS template, keeping
2535. [[Kōtai Jingū]] - HAS template, keeping
2536. [[Kōtai Jingū (Karasumori Shrine)]] - HAS template, keeping
2537. [[Kōtai Shrine (Q135193377)]] - HAS template, keeping
2538. [[Kōtai Shrine? (site of Inami Shrine ruins at Aoyasaka, Imajo, Kanda, Nagahama)]] - HAS template, keeping
2539. [[Kōzaki Shrine & Komori Shrine & Arasaki Shrine]] - HAS template, keeping
2540. [[Location Unknown]] - HAS template, keeping
2541. [[Mahatakino Shrine]] - HAS template, keeping
2542. [[Mahikusano Shrine]] - HAS template, keeping
2543. [[Maide Shrine]] - HAS template, keeping
2544. [[Makata Shrine]] - HAS template, keeping
2545. [[Makatano Shrine]] - HAS template, keeping
2546. [[Makatano Shrine (Q135270425)]] - HAS template, keeping
2547. [[Make Shrine]] - HAS template, keeping
2548. [[Make Shrine (Echizen Province)]] - NO template, DELETING
2549. [[Make Shrine (Nanjō District)]] - HAS template, keeping
2550. [[Make Shrine (Niū District)]] - HAS template, keeping
2551. [[Make Shrine (Q11498617)]] - HAS template, keeping
2552. [[Make-no-Mikoto Shrine]] - HAS template, keeping
2553. [[Makeno Shrine]] - HAS template, keeping
2554. [[Makeno Shrine (Echizen Province)]] - NO template, DELETING
2555. [[Makimoto Shrine]] - HAS template, keeping
2556. [[Makimotono Shrine]] - HAS template, keeping
2557. [[Makimuku ni imasu wa kamita majin Shrine]] - HAS template, keeping
2558. [[Makimuku- Shrine]] - HAS template, keeping
2559. [[Makiwono Shrine]] - HAS template, keeping
2560. [[Makiyamano Shrine]] - HAS template, keeping
2561. [[Mamezuka Shrine]] - HAS template, keeping
2562. [[Manai Shrine]] - HAS template, keeping
2563. [[Mangu Shrine]] - HAS template, keeping
2564. [[Manguu Shrine]] - HAS template, keeping
2565. [[Mankusen Shrine]] - HAS template, keeping
2566. [[Mano- Shrine]] - HAS template, keeping
2567. [[Maratano Shrine]] - HAS template, keeping
2568. [[Marokasa Shrine]] - HAS template, keeping
2569. [[Marokono Shrine]] - HAS template, keeping
2570. [[Marotano Shrine]] - HAS template, keeping
2571. [[Maruta Shrine (Kakizaki District)]] - HAS template, keeping
2572. [[Maruta Shrine (Koyama, Kumihama Town)]] - HAS template, keeping
2573. [[Maruta Shrine (Nadachi District)]] - HAS template, keeping
2574. [[Maruta Shrine (Sekiya no Ue, Kumihama Town) (reference)]] - HAS template, keeping
2575. [[Masakino Shrine]] - HAS template, keeping
2576. [[Masakuno Shrine]] - HAS template, keeping
2577. [[Mase Shrine]] - HAS template, keeping
2578. [[Masotano Shrine]] - HAS template, keeping
2579. [[Masutamineno Shrine]] - HAS template, keeping
2580. [[Matano Shrine]] - HAS template, keeping
2581. [[Materafuno Shrine]] - HAS template, keeping
2582. [[Matono Shrine]] - HAS template, keeping
2583. [[Matotano Shrine]] - HAS template, keeping
2584. [[Matsubara Shrine (Q11529439)]] - HAS template, keeping
2585. [[Matsubara Shrine (Q135187230)]] - HAS template, keeping
2586. [[Matsubara Shrine (Q135190117)]] - HAS template, keeping
2587. [[Matsuhama Inari Shrine]] - HAS template, keeping
2588. [[Matsunowono Shrine]] - HAS template, keeping
2589. [[Matsuo Hachiōji Shrine]] - HAS template, keeping
2590. [[Matsuo Shrine]] - HAS template, keeping
2591. [[Matsuo Shrine (Echigo Province)]] - NO template, DELETING
2592. [[Matsuo Shrine (Q11529679)]] - HAS template, keeping
2593. [[Matsuo Shrine (Q135040497)]] - HAS template, keeping
2594. [[Matsuoji Temple Aobayama Gongen (reference)]] - HAS template, keeping
2595. [[Matsusaka Shrine]] - HAS template, keeping
2596. [[Matsushita Shrine]] - HAS template, keeping
2597. [[Mefu Shrine]] - HAS template, keeping
2598. [[Mefu Shrine (Q11429659)]] - HAS template, keeping
2599. [[Mefu Shrine (Q135195313)]] - HAS template, keeping
2600. [[Meharano- Shrine]] - HAS template, keeping
2601. [[Men Shrine]] - HAS template, keeping
2602. [[Menuno Shrine]] - HAS template, keeping
2603. [[Meshirono Shrine]] - HAS template, keeping
2604. [[Meta Shrine]] - HAS template, keeping
2605. [[Michi Shrine]] - HAS template, keeping
2606. [[Michi Shrine (Etchū Province)]] - HAS template, keeping
2607. [[Michiheno Shrine]] - HAS template, keeping
2608. [[Michino Shrine]] - HAS template, keeping
2609. [[Michino Shrine (Himi City)]] - HAS template, keeping
2610. [[Michino Shrine (Imizu)]] - HAS template, keeping
2611. [[Michino Shrine (Q135040285)]] - HAS template, keeping
2612. [[Michino Shrine (Takaoka City)]] - HAS template, keeping
2613. [[Miefuno Shrine]] - HAS template, keeping
2614. [[Mifune Shrine (Ise Province)]] - NO template, DELETING
2615. [[Mifune Shrine (Q17214615)]] - HAS template, keeping
2616. [[Migukurumitama Shrine]] - HAS template, keeping
2617. [[Miheno Shrine]] - HAS template, keeping
2618. [[Miheno Shrine former site]] - HAS template, keeping
2619. [[Miho Shrine]] - HAS template, keeping
2620. [[Miho Shrine (Q11489249)]] - HAS template, keeping
2621. [[Mii Shrine]] - HAS template, keeping
2622. [[Mii Shrine (Q11488771)]] - HAS template, keeping
2623. [[Mii Shrine (Q135505912)]] - HAS template, keeping
2624. [[Miino Shrine]] - HAS template, keeping
2625. [[Miino Shrine (Q135040698)]] - HAS template, keeping
2626. [[Miino Shrine (Q135270114)]] - HAS template, keeping
2627. [[Mika Shrine (Misato town, Saitama)]] - HAS template, keeping
2628. [[Mikadonushihiko Shrine]] - HAS template, keeping
2629. [[Mikadoshuhiko Shrine]] - HAS template, keeping
2630. [[Mikadoshuhiko Shrine (Noto Province)]] - HAS template, keeping
2631. [[Mikata Shrine]] - HAS template, keeping
2632. [[Mikatano Shrine]] - HAS template, keeping
2633. [[Mikatatano Shrine]] - HAS template, keeping
2634. [[Mikatono Shrine]] - HAS template, keeping
2635. [[Mikatonushi Hiko Shrine (Hakui City)]] - HAS template, keeping
2636. [[Mikatonushi Hiko Shrine (Nanao City)]] - HAS template, keeping
2637. [[Mikatonushino- Shrine]] - HAS template, keeping
2638. [[Mike Shrine]] - HAS template, keeping
2639. [[Mike Shrine (Ise)]] - HAS template, keeping
2640. [[Mikeno Shrine]] - HAS template, keeping
2641. [[Miketsuno Shrine]] - HAS template, keeping
2642. [[Mikino Shrine]] - HAS template, keeping
2643. [[Miko- Shrine]] - HAS template, keeping
2644. [[Mikonokamino Shrine]] - HAS template, keeping
2645. [[Mikumari Shrine]] - HAS template, keeping
2646. [[Mikunino Shrine]] - HAS template, keeping
2647. [[Mikura Hachiman Shrine (Okubo Hachiman Shrine)]] - HAS template, keeping
2648. [[Mikuri Shrine]] - HAS template, keeping
2649. [[Mikuri Shrine (Echigo Province)]] - NO template, DELETING
2650. [[Mikushi Shrine]] - HAS template, keeping
2651. [[Mimanahiko Shrine]] - HAS template, keeping
2652. [[Mimanahiko Shrine (Q135194923)]] - HAS template, keeping
2653. [[Mimanahikono Shrine]] - HAS template, keeping
2654. [[Mimanahimeno Shrine]] - HAS template, keeping
2655. [[Mimano Shrine]] - HAS template, keeping
2656. [[Mimatsuhiko Shrine]] - HAS template, keeping
2657. [[Mimeno-amehirinohimeno- Shrine]] - HAS template, keeping
2658. [[Miminashi Yamaguchi Shrine]] - HAS template, keeping
2659. [[Mimino Shrine]] - HAS template, keeping
2660. [[Mimitoshino Shrine]] - HAS template, keeping
2661. [[Mimitsune Shrine]] - HAS template, keeping
2662. [[Mimitsuneno Shrine]] - HAS template, keeping
2663. [[Mimiwino Shrine]] - HAS template, keeping
2664. [[Mimorono Shrine]] - HAS template, keeping
2665. [[Mimukono Shrine]] - HAS template, keeping
2666. [[Mimutsune Shrine]] - HAS template, keeping
2667. [[Mimutsune Shrine (Ise Province)]] - NO template, DELETING
2668. [[Mimutsune Shrine (Q135186770)]] - HAS template, keeping
2669. [[Minagi Shrine]] - HAS template, keeping
2670. [[Minagi Shrine (Chikuzen Province)]] - NO template, DELETING
2671. [[Minagi Shrine (Q135070345)]] - HAS template, keeping
2672. [[Minagino Shrine]] - HAS template, keeping
2673. [[Minakuchi Shrine]] - HAS template, keeping
2674. [[Minakuchino Shrine (Awaji Province)]] - NO template, DELETING
2675. [[Minakuchino Shrine (Q135041299)]] - HAS template, keeping
2676. [[Minamihachimanguu]] - HAS template, keeping
2677. [[Minamihama Shrine]] - HAS template, keeping
2678. [[Minamihama Shrine (Q135193653)]] - HAS template, keeping
2679. [[Minamikogami Shrine]] - HAS template, keeping
2680. [[Minamikono Shrine]] - HAS template, keeping
2681. [[Minamishikyuu]] - HAS template, keeping
2682. [[Minano Mukuge Shrine]] - HAS template, keeping
2683. [[Minato Shrine]] - HAS template, keeping
2684. [[Minatono Shrine]] - HAS template, keeping
2685. [[Minefurino Shrine]] - HAS template, keeping
2686. [[Mino Agatanushi Shrine]] - HAS template, keeping
2687. [[Minoheno Shrine]] - HAS template, keeping
2688. [[Minokamino Shrine]] - HAS template, keeping
2689. [[Minono Shrine]] - HAS template, keeping
2690. [[Minowa Shrine]] - HAS template, keeping
2691. [[Minowa Shrine (Izu Province)]] - NO template, DELETING
2692. [[Minowa Shrine (Q135192981)]] - HAS template, keeping
2693. [[Minoyano Shrine]] - HAS template, keeping
2694. [[Minumano Shrine]] - HAS template, keeping
2695. [[Minume Shrine]] - HAS template, keeping
2696. [[Minuno Shrine]] - HAS template, keeping
2697. [[Minushi Shrine]] - HAS template, keeping
2698. [[Mio Shrine]] - HAS template, keeping
2699. [[Mioya Shrine]] - HAS template, keeping
2700. [[Mioya Shrine Old Site]] - HAS template, keeping
2701. [[Mioyano Shrine]] - HAS template, keeping
2702. [[Mioyano Shrine (Q135039609)]] - HAS template, keeping
2703. [[Misahano Shrine]] - HAS template, keeping
2704. [[Misaka Shrine]] - HAS template, keeping
2705. [[Misaka Shrine (Q135070230)]] - HAS template, keeping
2706. [[Misakano Shrine]] - HAS template, keeping
2707. [[Misakano Shrine (Q135041263)]] - HAS template, keeping
2708. [[Misaki Shrine]] - HAS template, keeping
2709. [[Misaki Shrine (Echizen Province)]] - NO template, DELETING
2710. [[Misaki Shrine (Q135069871)]] - HAS template, keeping
2711. [[Misaki Shrine (Q135194392)]] - HAS template, keeping
2712. [[Misakiharanoiwatachinomikoto Shrine]] - HAS template, keeping
2713. [[Misakino Shrine]] - HAS template, keeping
2714. [[Misakitono Shrine]] - HAS template, keeping
2715. [[Miseno- Shrine]] - HAS template, keeping
2716. [[Mishima Ishibe Shrine (Nishiyama Town, Kashiwazaki City)]] - HAS template, keeping
2717. [[Mishima Isōbe Shrine (Hojo, Kashiwazaki City)]] - HAS template, keeping
2718. [[Mishima Shrine]] - HAS template, keeping
2719. [[Mishima Shrine (Aono, Minamiizu)]] - HAS template, keeping
2720. [[Mishima Shrine (Echigo Province)]] - NO template, DELETING
2721. [[Mishima Shrine (Iyo Province)]] - NO template, DELETING
2722. [[Mishima Shrine (Izu Province)]] - HAS template, keeping
2723. [[Mishima Shrine (Izu Province) (Izu Province)]] - NO template, DELETING
2724. [[Mishima Shrine (Minamiizu )]] - HAS template, keeping
2725. [[Mishima Shrine (Minamiizu)]] - HAS template, keeping
2726. [[Mishima Shrine (Minamiizu-chō Nijō)]] - HAS template, keeping
2727. [[Mishima Shrine (Nijo, Minamiizu Town)]] - HAS template, keeping
2728. [[Mishima Shrine (Q134888252)]] - HAS template, keeping
2729. [[Mishima Shrine (Q134926216)]] - HAS template, keeping
2730. [[Mishima Shrine (Q135069454)]] - HAS template, keeping
2731. [[Mishima Shrine (Q135069548)]] - HAS template, keeping
2732. [[Mishima Shrine (Q135070337)]] - HAS template, keeping
2733. [[Mishima Shrine (Shimoda)]] - HAS template, keeping
2734. [[Mishima-Kamo Shrine]] - HAS template, keeping
2735. [[Mishimada Shrine]] - HAS template, keeping
2736. [[Mishimakamono Shrine]] - HAS template, keeping
2737. [[Mishimanoisobeno Shrine]] - HAS template, keeping
2738. [[Mishirono Shrine]] - HAS template, keeping
2739. [[Misotanino Shrine]] - HAS template, keeping
2740. [[Mita Hachiman Shrine]] - HAS template, keeping
2741. [[Mita Shrine (sessha of Atsuta Jingū)]] - HAS template, keeping
2742. [[Mita Shrine (sessha of Shichishosha)]] - HAS template, keeping
2743. [[Mitaka Shrine]] - HAS template, keeping
2744. [[Mitake Shrine]] - HAS template, keeping
2745. [[Mitake Shrine (Q135190242)]] - HAS template, keeping
2746. [[Mitami Shrine]] - HAS template, keeping
2747. [[Mitamino Shrine]] - HAS template, keeping
2748. [[Mitanino Shrine (Inaba Province)]] - NO template, DELETING
2749. [[Mitanino Shrine (Q135040732)]] - HAS template, keeping
2750. [[Mitano Shrine]] - HAS template, keeping
2751. [[Mitekurano Shrine]] - HAS template, keeping
2752. [[Mitekuranuno Shrine]] - HAS template, keeping
2753. [[Mitetsukino Shrine]] - HAS template, keeping
2754. [[Mito Shrine (Q11488802)]] - HAS template, keeping
2755. [[Mitoake Shrine (Oyunohara)]] - HAS template, keeping
2756. [[Mitono Shrine]] - HAS template, keeping
2757. [[Mitori Shrine]] - HAS template, keeping
2758. [[Mitoshino Shrine]] - HAS template, keeping
2759. [[Mitoyano Shrine]] - HAS template, keeping
2760. [[Mitsuchino Shrine]] - HAS template, keeping
2761. [[Mitsuchino Shrine Kado‑no‑Miya]] - HAS template, keeping
2762. [[Mitsuchino Shrine Oku‑no‑Miya]] - HAS template, keeping
2763. [[Mitsuhanomeno Shrine]] - HAS template, keeping
2764. [[Mitsui Shrine]] - HAS template, keeping
2765. [[Mitsuimyoujin]] - HAS template, keeping
2766. [[Mitsukakino Shrine]] - HAS template, keeping
2767. [[Mitsukuweno Shrine]] - HAS template, keeping
2768. [[Mitsuno Shrine (Iki Island)]] - NO template, DELETING
2769. [[Mitsuno Shrine (Q135039577)]] - HAS template, keeping
2770. [[Mitsuno Shrine (Q135040944)]] - HAS template, keeping
2771. [[Mitsuno Shrine (Q135041489)]] - HAS template, keeping
2772. [[Mitsuno Shrine (Q135270101)]] - HAS template, keeping
2773. [[Mitsushino Shrine]] - HAS template, keeping
2774. [[Mitsuwokano Shrine]] - HAS template, keeping
2775. [[Mitsuzuka Shrine]] - HAS template, keeping
2776. [[Miwa Shrine]] - HAS template, keeping
2777. [[Miwa Shrine (Bitchū Province)]] - NO template, DELETING
2778. [[Miwa Shrine (Higashisue, Setouchi)]] - HAS template, keeping
2779. [[Miwa Shrine (Kiryu)]] - HAS template, keeping
2780. [[Miwa Shrine (Q11357406)]] - HAS template, keeping
2781. [[Miwa Shrine (Q135040290)]] - HAS template, keeping
2782. [[Miwa Shrine (Q135194814)]] - HAS template, keeping
2783. [[Miwano Shrine]] - HAS template, keeping
2784. [[Miwanoe Shrine]] - HAS template, keeping
2785. [[Miwanomikomimusuhime- Shrine]] - HAS template, keeping
2786. [[Miwino Shrine]] - HAS template, keeping
2787. [[Miwino Shrine (Q135040630)]] - HAS template, keeping
2788. [[Miwino Shrine (Q135040660)]] - HAS template, keeping
2789. [[Miwosano Shrine]] - HAS template, keeping
2790. [[Miyake Shrine (Echigo Province)]] - HAS template, keeping
2791. [[Miyake Shrine (Echigo Province) (Echigo Province)]] - NO template, DELETING
2792. [[Miyake Shrine (Ise Province)]] - NO template, DELETING
2793. [[Miyake Shrine (Koshi district)]] - HAS template, keeping
2794. [[Miyake Shrine (Matsubara)]] - HAS template, keeping
2795. [[Miyake Shrine (Muikaichi Town)]] - HAS template, keeping
2796. [[Miyake Shrine (Myoken Town)]] - HAS template, keeping
2797. [[Miyake Shrine (Q11355073)]] - HAS template, keeping
2798. [[Miyake Shrine (Q135069237)]] - HAS template, keeping
2799. [[Miyake Shrine (Q135069992)]] - HAS template, keeping
2800. [[Miyake Shrine (Q135186680)]] - HAS template, keeping
2801. [[Miyake Shrine (Q135186682)]] - HAS template, keeping
2802. [[Miyake Shrine (Q135195057)]] - HAS template, keeping
2803. [[Miyake Shrine (Q22120521)]] - HAS template, keeping
2804. [[Miyake Shrine (Tango Province)]] - HAS template, keeping
2805. [[Miyakeno Shrine]] - HAS template, keeping
2806. [[Miyakeno Shrine (Echigo Province)]] - NO template, DELETING
2807. [[Miyakeno Shrine (Ise Province)]] - NO template, DELETING
2808. [[Miyakeno Shrine (Q135039366)]] - HAS template, keeping
2809. [[Miyakeno Shrine (Q135040557)]] - HAS template, keeping
2810. [[Miyama Gozen Shrine]] - HAS template, keeping
2811. [[Miyameno Shrine]] - HAS template, keeping
2812. [[Miyamoto Myojin Shrine (Saitama City)]] - HAS template, keeping
2813. [[Miyamuraisoheno Shrine]] - HAS template, keeping
2814. [[Miyasakinonarukamino Shrine]] - HAS template, keeping
2815. [[Miyaura Shrine (Q135070177)]] - HAS template, keeping
2816. [[Miyazaki Shrine (Q135195239)]] - HAS template, keeping
2817. [[Miyu Shrine]] - HAS template, keeping
2818. [[Mizokui Shrine]] - HAS template, keeping
2819. [[Mizushi Shrine]] - HAS template, keeping
2820. [[Mizushima Isobe Shrine (Aoyagiboganoike, Kiyosato District)]] - HAS template, keeping
2821. [[Mizushima Isobe Shrine (Itoigawa City)]] - HAS template, keeping
2822. [[Mizushima Isobe Shrine (Nashidaira, Kiyosato District)]] - HAS template, keeping
2823. [[Mizushimaisobe Shrine]] - HAS template, keeping
2824. [[Mizutani Shrine]] - HAS template, keeping
2825. [[Mizuwake Shrine]] - HAS template, keeping
2826. [[Mokuhino Shrine]] - HAS template, keeping
2827. [[Momoiyamano Shrine]] - HAS template, keeping
2828. [[Momoiyamano Shrine Former Site]] - HAS template, keeping
2829. [[Momokahano Shrine]] - HAS template, keeping
2830. [[Momonuhikono Shrine]] - HAS template, keeping
2831. [[Momosaha Shrine]] - HAS template, keeping
2832. [[Momosawa Shrine]] - HAS template, keeping
2833. [[Momosawa Shrine (Suruga Province)]] - HAS template, keeping
2834. [[Momoshimano Shrine]] - HAS template, keeping
2835. [[Monoiminano- Shrine]] - HAS template, keeping
2836. [[Monoiminano- Shrine (Izu Province)]] - NO template, DELETING
2837. [[Monoiminano- Shrine (Q135270282)]] - HAS template, keeping
2838. [[Monoiminanomikoto Shrine]] - HAS template, keeping
2839. [[Mononobe Futsu Shrine Site]] - HAS template, keeping
2840. [[Mononobe Shrine]] - HAS template, keeping
2841. [[Mononobe Shrine (Echigo Province)]] - NO template, DELETING
2842. [[Mononobe Shrine (Iwami Province)]] - NO template, DELETING
2843. [[Mononobe Shrine (Q11570699)]] - HAS template, keeping
2844. [[Mononobe Shrine (Q18235752)]] - HAS template, keeping
2845. [[Mononoheno Shrine]] - HAS template, keeping
2846. [[Mononoheno Shrine (Echigo Province)]] - NO template, DELETING
2847. [[Mononoheno Shrine (Etchū Province)]] - NO template, DELETING
2848. [[Mononoheno Shrine (Harima Province)]] - NO template, DELETING
2849. [[Mononoheno Shrine (Ise Province)]] - NO template, DELETING
2850. [[Mononoheno Shrine (Q135039323)]] - HAS template, keeping
2851. [[Mononoheno Shrine (Q135039556)]] - HAS template, keeping
2852. [[Mononoheno Shrine (Q135039685)]] - HAS template, keeping
2853. [[Mononoheno Shrine (Q135040361)]] - HAS template, keeping
2854. [[Mononoheno Shrine (Q135040484)]] - HAS template, keeping
2855. [[Mononoheno Shrine (Q135040559)]] - HAS template, keeping
2856. [[Mononoheno Shrine (Q135041147)]] - HAS template, keeping
2857. [[Mononoheno Shrine (Q135270316)]] - HAS template, keeping
2858. [[Mononoheno Shrine Co-Enshrinement]] - HAS template, keeping
2859. [[Mononoheno- Shrine]] - HAS template, keeping
2860. [[Morimoto Shrine]] - HAS template, keeping
2861. [[Morimoto Shrine (Q135069147)]] - HAS template, keeping
2862. [[Morimotono Shrine]] - HAS template, keeping
2863. [[Morimotono Shrine (Q135185400)]] - HAS template, keeping
2864. [[Morita Shrine]] - HAS template, keeping
2865. [[Morita Shrine (Hobo, Nagano City)]] - HAS template, keeping
2866. [[Morita Shrine (Nanie, Nagano City)]] - HAS template, keeping
2867. [[Morita Shrine (Shinano Province)]] - HAS template, keeping
2868. [[Moritano Shrine]] - HAS template, keeping
2869. [[Moritano Shrine (Q11450096)]] - HAS template, keeping
2870. [[Morita‑no Shrine]] - HAS template, keeping
2871. [[Moriuchino Shrine]] - HAS template, keeping
2872. [[Moriyama Hachiman Shrine]] - HAS template, keeping
2873. [[Moriyama Hachimangu (Izunokuni City)]] - HAS template, keeping
2874. [[Moro Shrine]] - HAS template, keeping
2875. [[Morohashi Inari Shrine]] - HAS template, keeping
2876. [[Morokuchi Shrine]] - HAS template, keeping
2877. [[Morokuchi Shrine (Izu Province)]] - NO template, DELETING
2878. [[Morokuchi Shrine (Q116694076)]] - HAS template, keeping
2879. [[Morokuchi Shrine (Q135193032)]] - HAS template, keeping
2880. [[Morokuhano Shrine]] - HAS template, keeping
2881. [[Morokuhano Shrine (Q135039501)]] - HAS template, keeping
2882. [[Morokuhano Shrine (Q135270143)]] - HAS template, keeping
2883. [[Morono Shrine]] - HAS template, keeping
2884. [[Morooka Hiko Shrine]] - HAS template, keeping
2885. [[Morooka Hiko Shrine (Nisho‑miya, Shiga Town)]] - HAS template, keeping
2886. [[Morooka Hiko Shrine (Wajima City)]] - HAS template, keeping
2887. [[Morookahiko Shrine]] - HAS template, keeping
2888. [[Morookahiko Shrine (Hakui district)]] - HAS template, keeping
2889. [[Morookahiko Shrine (Noto Province)]] - HAS template, keeping
2890. [[Morooka‑Hiko Shrine (Higashi Komuro, Shiga Town)]] - HAS template, keeping
2891. [[Morosugi Shrine]] - HAS template, keeping
2892. [[Morowoka- Shrine]] - HAS template, keeping
2893. [[Moroyoshino Shrine]] - HAS template, keeping
2894. [[Moruyamano Shrine]] - HAS template, keeping
2895. [[Moruyamano Shrine Co-EnShrinement]] - HAS template, keeping
2896. [[Moruyamano Shrine former site]] - HAS template, keeping
2897. [[Motomame Shrine]] - HAS template, keeping
2898. [[Motomiya Shrine]] - HAS template, keeping
2899. [[Motomurawino Shrine]] - HAS template, keeping
2900. [[Motosakazuki Shrine]] - HAS template, keeping
2901. [[Motoshima Shrine]] - HAS template, keeping
2902. [[Muko Shrine Co-Enshrinement]] - HAS template, keeping
2903. [[Muku Shrine]] - HAS template, keeping
2904. [[Muku Shrine (Chichibu district)]] - HAS template, keeping
2905. [[Muku Shrine (Musashi Province)]] - HAS template, keeping
2906. [[Muku Shrine (Q135069566)]] - HAS template, keeping
2907. [[Muku Shrine (Shimoyoshida, Chichibu City, Saitama Prefecture)]] - HAS template, keeping
2908. [[Mukumotono Shrine]] - HAS template, keeping
2909. [[Mukuno Shrine]] - HAS template, keeping
2910. [[Mumanushino Shrine]] - HAS template, keeping
2911. [[Munakata Shrine]] - HAS template, keeping
2912. [[Munakata Shrine (Kita-ku, Okayama)]] - HAS template, keeping
2913. [[Munakata Shrine (Q135194295)]] - HAS template, keeping
2914. [[Munakata Taisha]] - HAS template, keeping
2915. [[Munakatano Shrine]] - HAS template, keeping
2916. [[Munakatano Shrine (Bizen Province)]] - NO template, DELETING
2917. [[Munakatano Shrine (Hōki Province)]] - NO template, DELETING
2918. [[Munakatano Shrine (Q135039975)]] - HAS template, keeping
2919. [[Munakatano Shrine (Q135040760)]] - HAS template, keeping
2920. [[Munakatano Shrine (Q135098958)]] - HAS template, keeping
2921. [[Munekeishin Shrine]] - HAS template, keeping
2922. [[Murahi Shrine]] - HAS template, keeping
2923. [[Murahino Shrine]] - HAS template, keeping
2924. [[Murahino Shrine (Q135194287)]] - HAS template, keeping
2925. [[Murakuni Masumida Shrine]] - HAS template, keeping
2926. [[Murakuni Shrine]] - HAS template, keeping
2927. [[Murakuni Shrine Otabisho]] - HAS template, keeping
2928. [[Murakunino Shrine]] - HAS template, keeping
2929. [[Murakunitsukami Shrine]] - HAS template, keeping
2930. [[Muraoka Shrine]] - HAS template, keeping
