Page,Template
Konoshima Nimasu Amateru Mitama Shrine,{{ill|UNKNOWN|lt=Yasunaga|1=UNKNOWN}}
Konoshima Nimasu Amateru Mitama Shrine,{{ill|UNKNOWN|lt=Shimogamo Shrine|1=UNKNOWN}}
Konoshima Nimasu Amateru Mitama Shrine,{{ill|UNKNOWN|lt=Tadasu no Mori|1=UNKNOWN}}
Konoshima Nimasu Amateru Mitama Shrine,{{ill|UNKNOWN|lt=Yorishiro|1=UNKNOWN}}
Konoshima Nimasu Amateru Mitama Shrine,{{ill|UNKNOWN|lt=Yasunaga|1=UNKNOWN}}
Konoshima Nimasu Amateru Mitama Shrine,{{ill|UNKNOWN|lt=Mount Kinmine|1=UNKNOWN}}
Korizu Shrine,solved
Korizu Shrine,solved
Korizu Shrine,{{ill|UNKNOWN|lt=Wamyōshō|1=UNKNOWN}}
Kota Shrine (Niigata),{{ill|UNKNOWN|lt=Okuninushi-kami|1=UNKNOWN}}
Kota Shrine (Niigata),{{ill|UNKNOWN|lt=Takeminakata-kami|1=UNKNOWN}}
Kota Shrine (Niigata),{{ill|UNKNOWN|lt=Kotoshiro-nushi|1=UNKNOWN}}
Kota Shrine (Niigata),solved
Kota Shrine (Niigata),solved
Kota Shrine (Niigata),solved
Kota Shrine (Niigata),solved
Kota Shrine (Niigata),{{ill|lt=kin-inscribed iron sword|UNKNOWN|lt=iron sword excavated from the Inariyama Tumulus}}
Kota Shrine (Niigata),{{ill|UNKNOWN|lt=Takeminakata no kami|1=UNKNOWN}}
Kota Shrine (Niigata),{{ill|lt=#company name|UNKNOWN|lt=company name}}
Kota Shrine (Niigata),{{ill|UNKNOWN|lt=Ekoku|1=UNKNOWN}}
Kota Shrine (Niigata),{{ill|lt=Nunagawa Hime|UNKNOWN|lt=Nunagawa Hime no Mikoto}}
Kota Shrine (Niigata),solved
Kota Shrine (Niigata),{{ill|UNKNOWN|lt=Sadanori Uesugi|1=UNKNOWN}}
Kota Shrine (Niigata),{{ill|UNKNOWN|lt=Otate Rebellion|1=UNKNOWN}}
Kota Shrine (Niigata),solved
Kota Shrine (Niigata),{{ill|UNKNOWN|lt=coastal erosion|1=UNKNOWN}}
Kota Shrine (Niigata),solved
Kota Shrine (Niigata),{{ill|lt=Takamimusubi|UNKNOWN|lt=Kōnosūreishin}}
Kota Shrine (Niigata),{{ill|lt=Kamimusubi|UNKNOWN|lt=Shinsōsōreishin}}
Kotoshironushi Shrine (Q48758503),{{ill|UNKNOWN|lt=Kotoshironushi no Mikoto|1=UNKNOWN}}
Kotoshironushi Shrine (Q48758503),solved
Kotoshironushi Shrine (Q48758503),{{ill|UNKNOWN|lt=former district shrine|1=UNKNOWN}}
Kotoshironushi Shrine (Q48758503),{{ill|UNKNOWN|lt=Takeomi|1=UNKNOWN}}
Kotoshironushi Shrine (Q48758503),{{ill|UNKNOWN|lt=Kotoshironushi no Mikoto|1=UNKNOWN}}
Kotoshironushi Shrine (Q48758503),{{ill|UNKNOWN|lt=Kotoshironushi no Mikoto|1=UNKNOWN}}
Kuchi Shrine,solved
Kuchi Shrine,{{ill|UNKNOWN|lt=Ken-sha|1=UNKNOWN}}
Kuchi Shrine,{{ill|UNKNOWN|lt=Ken-sha|1=UNKNOWN}}
Kuchi Shrine,{{ill|UNKNOWN|lt=Kukuchi clan|1=UNKNOWN}}
Kudo Shrine,solved
Kudo Shrine,solved
Kudo Shrine,{{ill|UNKNOWN|lt=official shrine|1=UNKNOWN}}
Kudo Shrine,{{ill|UNKNOWN|lt=Hachiman Ōkami|1=UNKNOWN}}
Kudo Shrine,{{ill|UNKNOWN|lt=Sumiyoshi Ōkami|1=UNKNOWN}}
Kudo Shrine,{{ill|UNKNOWN|lt=Kasuga Ōkami|1=UNKNOWN}}
Kudo Shrine,{{ill|UNKNOWN|lt=kitchen hearth deity|1=UNKNOWN}}
Kuga Shrine,solved
Kuga Shrine,solved
Kuga Shrine,{{ill|UNKNOWN|lt=Early modern|1=UNKNOWN}}
Kuga Shrine,solved
Kuga Shrine,"{{ill|lt=Kuga Shrine (Fushimi Ward, Kyoto City)|UNKNOWN|lt=Kuga Shrine}}"
Kuga Shrine,{{ill|lt=Yamase Kuga Kunizo|UNKNOWN|lt=Kuga (country)}}
Kuga Shrine,{{ill|UNKNOWN|lt=Shikiuchi-sha|1=UNKNOWN}}
Kuga Shrine,{{ill|UNKNOWN|lt=Yamashiro Famous Sites Pilgrimage|1=UNKNOWN}}
Kuga Shrine,{{ill|UNKNOWN|lt=Hassaku Festival|1=UNKNOWN}}
Kukuhi Shrine,{{ill|UNKNOWN|lt=Kukunochi-no-Kami|1=UNKNOWN}}
Kukuhi Shrine,solved
Kukuhi Shrine,{{ill|UNKNOWN|lt=Kukunochi-no-Kami|1=UNKNOWN}}
Kukuhi Shrine,{{ill|UNKNOWN|lt=Tagiribime-no-Mikoto|1=UNKNOWN}}
Kukuhi Shrine,{{ill|UNKNOWN|lt=KTR|1=UNKNOWN}}
Kukumiohiko Shrine,solved
Kukumiohiko Shrine,{{ill|UNKNOWN|lt=Yamata no Orochi|1=UNKNOWN}}
Kukumiohiko Shrine,{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu Ōmikami}}
Kumaku Shrine,{{ill|UNKNOWN|lt=?sazaki-no-Mikoto|1=UNKNOWN}}
Kumaku Shrine,solved
Kumaku Shrine,{{ill|UNKNOWN|lt=Atsuta-no-?kami|1=UNKNOWN}}
Kumaku Shrine,{{ill|UNKNOWN|lt=Engishiki naisha|1=UNKNOWN}}
Kumano Shrine (Q11568963),solved
Kumano Shrine (Q11568963),solved
Kumano Shrine (Q11568963),{{ill|lt=Kumano Kusubi-no-Mikoto|UNKNOWN|lt=Kumano Kusubi-no-Mikoto}}
Kumano Shrine (Q11568963),solved
Kumano Shrine (Q11568963),solved
Kumano Shrine (Q11568963),solved
Kumano Shrine (Q11568963),solved
Kumano Shrine (Q11568963),solved
Kumano Shrine (Q11568963),solved
Kumano Shrine (Q11568963),{{ill|UNKNOWN|lt=Kumano Kusubi-no-Mikoto|1=UNKNOWN}}
Kunigami Shrine,solved
Kunigami Shrine,solved
Kunigami Shrine,solved
Kunigami Shrine,{{ill|UNKNOWN|lt=inlay work|1=UNKNOWN}}
Kunigami Shrine,{{ill|UNKNOWN|lt=ebony|1=UNKNOWN}}
Kunigami Shrine,{{ill|UNKNOWN|lt=lotus flowers|1=UNKNOWN}}
Kunigami Shrine,{{ill|UNKNOWN|lt=lapis lazuli|1=UNKNOWN}}
Kunihashiramikoto Shrine,solved
Kunihashiramikoto Shrine,solved
Kunitama Shrine,{{ill|UNKNOWN|lt=?kuninushi-no-Mikoto|1=UNKNOWN}}
Kunitama Shrine,solved
Kunitama Shrine,solved
Kunitama Shrine,{{ill|UNKNOWN|lt=?kuninushi-no-Mikoto|1=UNKNOWN}}
Kunitsuhiko-no-Mikoto Shrine,{{ill|UNKNOWN|lt=Nigihayahi-no-Mikoto|1=UNKNOWN}}
Kunitsuhiko-no-Mikoto Shrine,solved
Kunitsuhiko-no-Mikoto Shrine,solved
Kunitsuhiko-no-Mikoto Shrine,solved
Kunitsuhiko-no-Mikoto Shrine,{{ill|UNKNOWN|lt=Nigihayahi-no-Mikoto|1=UNKNOWN}}
Kunitsuhiko-no-Mikoto Shrine,{{ill|UNKNOWN|lt=Umashimaji-no-Mikoto|1=UNKNOWN}}
Kunitsuhiko-no-Mikoto Shrine,solved
Kunitsuhiko-no-Mikoto Shrine,{{ill|UNKNOWN|lt=Ōmononushi-no-Kami|1=UNKNOWN}}
Kunitsuhiko-no-Mikoto Shrine,{{ill|UNKNOWN|lt=Inari Ōkami|1=UNKNOWN}}
Kureha-Anekurahime Shrine,solved
Kureha-Anekurahime Shrine,{{ill|lt=Hakusan-hime-no-Kami|UNKNOWN|lt=Hakusan-hime-no-Mikoto}}
Kureha-Anekurahime Shrine,solved
Kureha-Anekurahime Shrine,solved
Kureha-Anekurahime Shrine,{{ill|UNKNOWN|lt=Anekurahime-no-Kami|1=UNKNOWN}}
Kureha-Anekurahime Shrine,{{ill|UNKNOWN|lt=Isurugi-hiko-no-Kami|1=UNKNOWN}}
Kureha-Anekurahime Shrine,{{ill|UNKNOWN|lt=Noto-hime-no-Kami|1=UNKNOWN}}
Kureha-Anekurahime Shrine,{{ill|UNKNOWN|lt=Noto-hime Shrine|1=UNKNOWN}}
Kureha-Anekurahime Shrine,{{ill|UNKNOWN|lt=Fukurahime-no-Kami|1=UNKNOWN}}
Kureha-Anekurahime Shrine,{{ill|UNKNOWN|lt=Takami-musubi-no-Kami|1=UNKNOWN}}
Kureha-Anekurahime Shrine,{{ill|lt=Takeminakata-no-Kami|UNKNOWN|lt=Takeminakata-no-Mikoto}}
Kuronuma Shrine,solved
Kuronuma Shrine,solved
Kuroshima Shrine,{{ill|UNKNOWN|lt=Ōyamazumi-no-Kami|1=UNKNOWN}}
Kuroshima Shrine,{{ill|UNKNOWN|lt=Konohanasakuyahime|1=UNKNOWN}}
Kuroshima Shrine,solved
Kuroshima Shrine,{{ill|UNKNOWN|lt=Konohanasakuyahime|1=UNKNOWN}}
Kurumano Shrine,{{ill|UNKNOWN|lt=大己貴尊|1=UNKNOWN}}
Kurumano Shrine,solved
Kurumano Shrine,{{ill|UNKNOWN|lt=県社|1=UNKNOWN}}
Kurumano Shrine,{{ill|UNKNOWN|lt=鎮座|1=UNKNOWN}}
Kurumano Shrine,{{ill|UNKNOWN|lt=延喜式内社|1=UNKNOWN}}
Kurumano Shrine,{{ill|UNKNOWN|lt=県社|1=UNKNOWN}}
Kurumano Shrine,{{ill|UNKNOWN|lt=大己貴命|1=UNKNOWN}}
Kurumano Shrine,{{ill|UNKNOWN|lt=須世理姫命|1=UNKNOWN}}
Kurumano Shrine,{{ill|UNKNOWN|lt=遷座|1=UNKNOWN}}
Kusanagi Shrine,solved
Kusanagi Shrine,solved
Kusanagi Shrine,solved
Kusanagi Shrine,solved
Kusanagi Shrine,solved
Kusanagi Shrine,{{ill|UNKNOWN|lt=Kusanagi Sword|1=UNKNOWN}}
Kusanagi Shrine,{{ill|UNKNOWN|lt=Arido District|1=UNKNOWN}}
Kusanagi Shrine,solved
Kusanagi Shrine,{{ill|UNKNOWN|lt=shuinji|1=UNKNOWN}}
Kusanagi Shrine,solved
Kusanagi Shrine (Q11368944),solved
Kusanagi Shrine (Q11368944),solved
Kusanagi Shrine (Q11368944),solved
Kusanagi Shrine (Q11368944),{{ill|UNKNOWN|lt=Ototachibana-hime-no-Mikoto|1=UNKNOWN}}
Kusano Shrine,solved
Kusano Shrine,solved
Kusano Shrine,solved
Kusano Shrine,{{ill|lt=Engishikinaisha|UNKNOWN|lt=Shikiuchi}}
Kusano Shrine,{{ill|UNKNOWN|lt=Osugi Shrine|1=UNKNOWN}}
Kusano Shrine,{{ill|UNKNOWN|lt=Oimono-sujin|1=UNKNOWN}}
Kushi iwamado Shrine,solved
Kushi iwamado Shrine,solved
Kushida Shrine (Matsusaka),solved
Kushida Shrine (Matsusaka),solved
Kushida Shrine (Matsusaka),{{ill|UNKNOWN|lt=barber|1=UNKNOWN}}
Kushida Shrine (Matsusaka),{{ill|UNKNOWN|lt=Ame-no-Oshihomimi|1=UNKNOWN}}
Kushida Shrine (Matsusaka),{{ill|UNKNOWN|lt=Ichikishima-hime|1=UNKNOWN}}
Kushida Shrine (Matsusaka),{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu Ōmikami}}
"Kushida Shrine, Imizu",solved
"Kushida Shrine, Imizu",solved
"Kushida Shrine, Imizu",solved
"Kushida Shrine, Imizu",solved
"Kushida Shrine, Imizu",{{ill|UNKNOWN|lt=Amaterasu-kōdaijin|1=UNKNOWN}}
"Kushida Shrine, Imizu",solved
"Kushida Shrine, Imizu",{{ill|UNKNOWN|lt=Toyotama-hime-no-Mikoto|1=UNKNOWN}}
"Kushida Shrine, Imizu",{{ill|UNKNOWN|lt=Sumiyoshi deity|1=UNKNOWN}}
"Kushida Shrine, Imizu",{{ill|UNKNOWN|lt=Ōtomo Fumiya|1=UNKNOWN}}
Kushirokahime Shrine,solved
Kushirokahime Shrine,solved
Kushirokahime Shrine,solved
Kushirokahime Shrine,solved
Kushirokahime Shrine,{{ill|UNKNOWN|lt=Wani clan|1=UNKNOWN}}
Kushitamanomikoto Shrine,{{ill|UNKNOWN|lt=Ame-no-Akama-no-Mikoto|1=UNKNOWN}}
Kushitamanomikoto Shrine,{{ill|lt=Ame-no-Akama-no-Mikoto|UNKNOWN|lt=Toyotama-no-Mikoto}}
Kushitamanomikoto Shrine,solved
Kushitamanomikoto Shrine,{{ill|UNKNOWN|lt=enshrined|1=UNKNOWN}}
Kushitamanomikoto Shrine,{{ill|lt=major Shikinaisha|UNKNOWN|lt=major Shikinaisha}}
Kushitamanomikoto Shrine,{{ill|lt=Ame-no-Akama-no-Mikoto|UNKNOWN|lt=Ame-no-Akama-no-Mikoto (Kushiakama-no-Mikoto)}}
Kushitamanomikoto Shrine,{{ill|lt=Ame-no-Akama-no-Mikoto|UNKNOWN|lt=Toyotama-no-Mikoto}}
Kushitamanomikoto Shrine,{{ill|UNKNOWN|lt=Hachiman Ōkami|1=UNKNOWN}}
Kushitamanomikoto Shrine,{{ill|UNKNOWN|lt=Nigihayahi-no-Mikoto|1=UNKNOWN}}
Kushitamanomikoto Shrine,{{ill|UNKNOWN|lt=Takamimusubi-no-Mikoto|1=UNKNOWN}}
Kushitamanomikoto Shrine,{{ill|UNKNOWN|lt=Mikashikiya-hime|1=UNKNOWN}}
Kushitamanomikoto Shrine,{{ill|UNKNOWN|lt=Ame-no-Futodama-no-Mikoto|1=UNKNOWN}}
Kushitamanomikoto Shrine,{{ill|UNKNOWN|lt=Ame-no-Oshikumo-no-Mikoto|1=UNKNOWN}}
Kushitamanomikoto Shrine,{{ill|UNKNOWN|lt=Yoshino Line|1=UNKNOWN}}
Kusumoto Shrine,solved
Kusumoto Shrine,solved
Kusumoto Shrine,solved
Kuwabara Shrine,solved
Kuwabara Shrine,{{ill|UNKNOWN|lt=Ame-no-Kumahito|1=UNKNOWN}}
Kuwabara Shrine,{{ill|UNKNOWN|lt=Oyamakui-no-Mikoto|1=UNKNOWN}}
Kuwada Shrine,solved
Kuwada Shrine,{{ill|UNKNOWN|lt=mukakusha|1=UNKNOWN}}
Kuwada Shrine,solved
Kuwada Shrine,solved
Kuwada Shrine,{{ill|UNKNOWN|lt=mukakusha|1=UNKNOWN}}
Kuwayama Shrine,{{ill|UNKNOWN|lt=Honda Betsuson|1=UNKNOWN}}
Kuwayama Shrine,solved
Kuwayama Shrine,{{ill|UNKNOWN|lt=fusha|1=UNKNOWN}}
Kuwayama Shrine,solved
Kuwayama Shrine,{{ill|UNKNOWN|lt=Fusha|1=UNKNOWN}}
Kuwayama Shrine,{{ill|UNKNOWN|lt=Honda Beszon|1=UNKNOWN}}
Kuwayama Shrine,{{ill|UNKNOWN|lt=Shikiuchi Shrine|1=UNKNOWN}}
Kuwayama Shrine,{{ill|UNKNOWN|lt=Fusha|1=UNKNOWN}}
Kuwayama Shrine,{{ill|UNKNOWN|lt=staggered gables|1=UNKNOWN}}
Kuwayama Shrine,{{ill|UNKNOWN|lt=persimmon thatched|1=UNKNOWN}}
Kuwayama Shrine,{{ill|UNKNOWN|lt=Setsubun Festival|1=UNKNOWN}}
Kuzumi Shrine,solved
Kuzumi Shrine,solved
Kuzumi Shrine,{{ill|UNKNOWN|lt=camphor tree|1=UNKNOWN}}
Kuzumi Shrine,{{ill|UNKNOWN|lt=Ukanomitama-no-Mikoto|1=UNKNOWN}}
Kuzumi Shrine,solved
Kuzumi Shrine,solved
Kuzumi Shrine,solved
Kuzumi Shrine,{{ill|UNKNOWN|lt=ooiya|1=UNKNOWN}}
Kuzumi Shrine,{{ill|UNKNOWN|lt=foxes|1=UNKNOWN}}
Kō Shrine (Q11618837),solved
Kō Shrine (Q11618837),solved
Kōra taisha,solved
Kōra taisha,solved
Kōra taisha,{{ill|lt=#Toyohime Shrine|UNKNOWN|lt=Toyohime Shrine}}
Kōra taisha,{{ill|lt=#Mountain It is said that along the inner approach|UNKNOWN|lt=Ise Amaterasu Miso Shrine}}
Kōra taisha,{{ill|lt=#in the town|UNKNOWN|lt=Ajisumi Shrine}}
Kōra taisha,{{ill|lt=#Toyohime Shrine|UNKNOWN|lt=Toyohime Shrine}}
Kōra taisha,{{ill|lt=#Yamauchi et al|UNKNOWN|lt=Sakamoto Shrine}}
Kōra taisha,{{ill|UNKNOWN|lt=Tsuki Tenshi|1=UNKNOWN}}
Kōra taisha,{{ill|UNKNOWN|lt=Sumiyoshi Myojin|1=UNKNOWN}}
Kōra taisha,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takagi}}
Kōra taisha,{{ill|lt=#foot of the mountain|UNKNOWN|lt=Takagi Shrine}}
Kōra taisha,{{ill|UNKNOWN|lt=Shikiuchi Shrine|1=UNKNOWN}}
Kōra taisha,{{ill|lt=#Toseirei Shrine|UNKNOWN|lt=Toseirei Shrine}}
Kōra taisha,{{ill|lt=#along Yamauchi Expressway|UNKNOWN|lt=Inka Shrine}}
Kōra taisha,{{ill|lt=#Yamauchi et al|UNKNOWN|lt=Kora Miko Shrine}}
Kōra taisha,{{ill|lt=Maneko Iki|UNKNOWN|lt=Maneko Iki}}
Kōra taisha,{{ill|lt=#Toyohime Shrine|UNKNOWN|lt=Toyohime Shrine}}
Kōra taisha,{{ill|UNKNOWN|lt=Ise Amaterasu Miso Shrine|1=UNKNOWN}}
Kōra taisha,{{ill|lt=Inyaku Shrine (Kurume City)|UNKNOWN|lt=Inyaku Shrine}}
Kōra taisha,{{ill|lt=#Setsusuesha|UNKNOWN|lt=Inna Shrine}}
Kōra taisha,{{ill|lt=#Toyohime Shrine|UNKNOWN|lt=Toyohime Shrine}}
Kōra taisha,{{ill|UNKNOWN|lt=Yasunaga|1=UNKNOWN}}
Kōra taisha,{{ill|UNKNOWN|lt=Kotohira Shrine|1=UNKNOWN}}
Kōra taisha,{{ill|UNKNOWN|lt=Kora Miko Shrine|1=UNKNOWN}}
Kōra taisha,{{ill|UNKNOWN|lt=#Kora Miko Shrine|1=UNKNOWN}}
Kōra taisha,{{ill|UNKNOWN|lt=Takagi Shrine|1=UNKNOWN}}
Kōra taisha,{{ill|UNKNOWN|lt=Takōsei Reishin|1=UNKNOWN}}
Kōra taisha,{{ill|lt=#History|UNKNOWN|lt=History}}
Kōra taisha,{{ill|UNKNOWN|lt=Kora Shimomiyasha|1=UNKNOWN}}
Kōra taisha,{{ill|UNKNOWN|lt=Yamakawa Shokonsha|1=UNKNOWN}}
Kōra taisha,"{{ill|lt=Yawata Shrine (Takaranai-cho, Kurume City)|UNKNOWN|lt=Korauchi Hachiman Shrine}}"
Kōra taisha,{{ill|lt=Akaboshi Shrine (Kurume City)|UNKNOWN|lt=Akaboshi Shrine (Myoken Shrine)}}
Kōra taisha,{{ill|UNKNOWN|lt=Tomimatsu Shrine|1=UNKNOWN}}
Kōra taisha,"{{ill|lt=Tenman Shrine (Noguchi, Yamakawa-cho, Kurume City)|UNKNOWN|lt=Noguchi Tenman Shrine}}"
Kōra taisha,{{ill|UNKNOWN|lt=Aguino Tenma Shrine|1=UNKNOWN}}
Kōra taisha,"{{ill|lt=Tenman Shrine (Jindai, Yamakawa-cho, Kurume City)|UNKNOWN|lt=Jindai Tenman Shrine}}"
Kōra taisha,"{{ill|lt=Hiyoshi Shrine (Kurunai-cho, Kurume City)|UNKNOWN|lt=Yarisui Hiyoshi Shrine}}"
Kōra taisha,"{{ill|lt=Hiyoshi Shrine (Tarohara-cho, Kurume City)|UNKNOWN|lt=Tarohara Hiyoshi Shrine}}"
Kōra taisha,{{ill|UNKNOWN|lt=Sarutahiko|1=UNKNOWN}}
Kōra taisha,{{ill|lt=Kurume Shinai Jogakuin Junior and Senior High School|UNKNOWN|lt=Shiai Jogakuin}}
Kōra taisha,{{ill|UNKNOWN|lt=Kureyama Tumulus|1=UNKNOWN}}
Kōra taisha,{{ill|UNKNOWN|lt=Daizenji Tamadagu Shrine|1=UNKNOWN}}
Makata Shrine,{{ill|lt=Wakumusubi|UNKNOWN|lt=Wakumusubi-no-Kami}}
Makata Shrine,solved
Makata Shrine,{{ill|UNKNOWN|lt=shrine office|1=UNKNOWN}}
Makata Shrine,{{ill|UNKNOWN|lt=cedar|1=UNKNOWN}}
Makata Shrine,{{ill|UNKNOWN|lt=Intangible Folk Cultural Property|1=UNKNOWN}}
Make Shrine (Q11498617),solved
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=fusha|1=UNKNOWN}}
Make Shrine (Q11498617),solved
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=Fusha|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=Amagoyane no Mikoto|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=Ogitsuhime|1=UNKNOWN}}
Make Shrine (Q11498617),"{{ill|lt=Kasuga Shrine (Kuchito, Sonobe-cho, Nantan City)|UNKNOWN|lt=Kasuga Shrine}}"
Make Shrine (Q11498617),{{ill|lt=Yabuta Shrine (Nantan City)|UNKNOWN|lt=Yabuta<br />Ta<br />God<br />Shrine}}
Make Shrine (Q11498617),{{ill|lt=Kibi Shrine (Nantan City)|UNKNOWN|lt=Kibi Shrine}}
Make Shrine (Q11498617),{{ill|lt=Kagami Shrine (Nantan City)|UNKNOWN|lt=Kagami Shrine}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=Jingo Keiun|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=Emperor Montoku's True Record|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=hobube|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=guardian|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=main temple|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=fusha|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=Ryotan region|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=Banshu|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=covered house|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|lt=two-hands-gumi|UNKNOWN|lt=two-hands}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=Otabisho|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|lt=Toya|UNKNOWN|lt=Toya system}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=Boys' Festival|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=rice cake|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=bamboo pole|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|lt=naruko (instrument)|UNKNOWN|lt=naruko}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=paddling|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=1975|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=first day|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=sumo power|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=sacred sake|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=sakaki|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=doronago|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=bundles|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=plow|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=machiko|1=UNKNOWN}}
Make Shrine (Q11498617),{{ill|UNKNOWN|lt=cow|1=UNKNOWN}}
Manai Shrine,{{ill|UNKNOWN|lt=Izanagi-no-Kami|1=UNKNOWN}}
Manai Shrine,solved
Mangū Shrine,{{ill|UNKNOWN|lt=Hondawake no Mikoto|1=UNKNOWN}}
Mangū Shrine,solved
Mangū Shrine,solved
Mangū Shrine,{{ill|UNKNOWN|lt=Hondawake no Mikoto|1=UNKNOWN}}
Mankusen Shrine,solved
Mankusen Shrine,{{ill|UNKNOWN|lt=Tachimushi Shrine|1=UNKNOWN}}
Mankusen Shrine,{{ill|UNKNOWN|lt=Yaoyorozu no Kami|1=UNKNOWN}}
Mankusen Shrine,{{ill|UNKNOWN|lt=iwasaka|1=UNKNOWN}}
Matsubara Shrine (Q11529439),{{ill|UNKNOWN|lt=Takamimusubi-no-Mikoto|1=UNKNOWN}}
Matsubara Shrine (Q11529439),solved
Matsubara Shrine (Q11529439),{{ill|UNKNOWN|lt=Chōnai-sha|1=UNKNOWN}}
Matsubara Shrine (Q11529439),{{ill|UNKNOWN|lt=Inuyama Prefecture|1=UNKNOWN}}
Matsubara Shrine (Q11529439),{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Mikoto}}
Matsubara Shrine (Q11529439),{{ill|lt=Wakumusubi|UNKNOWN|lt=Wakumusubi-no-Mikoto}}
Matsubara Shrine (Q11529439),{{ill|UNKNOWN|lt=Ōmiya-hime-no-Mikoto|1=UNKNOWN}}
Matsubara Shrine (Q11529439),{{ill|UNKNOWN|lt=Sarutahiko-no-Mikoto|1=UNKNOWN}}
Matsuo Shrine (Kameoka),{{ill|UNKNOWN|lt=Ōyamagui no Mikoto|1=UNKNOWN}}
Matsuo Shrine (Kameoka),{{ill|UNKNOWN|lt=Ichikishimahime no Mikoto|1=UNKNOWN}}
Matsuo Shrine (Kameoka),solved
Matsuo Shrine (Kameoka),solved
Matsuo Shrine (Kameoka),{{ill|UNKNOWN|lt=Ōyamagui no Mikoto|1=UNKNOWN}}
Matsuo Shrine (Kameoka),{{ill|UNKNOWN|lt=Ichikishimahime no Mikoto|1=UNKNOWN}}
Matsuo Shrine (Kameoka),solved
Matsuo Shrine (Kameoka),{{ill|lt=Mizuhanome|UNKNOWN|lt=Mizuhanome-no-Kami}}
Matsusaka Shrine,{{ill|UNKNOWN|lt=Homutawake-no-Mikoto|1=UNKNOWN}}
Matsusaka Shrine,{{ill|UNKNOWN|lt=Ukanomitama-no-Kami|1=UNKNOWN}}
Matsusaka Shrine,solved
Matsusaka Shrine,solved
Matsusaka Shrine,{{ill|UNKNOWN|lt=Ukanomitama-no-Kami|1=UNKNOWN}}
Matsusaka Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takagi Omikami}}
Matsusaka Shrine,{{ill|UNKNOWN|lt=Kanayamahiko-no-Mikoto|1=UNKNOWN}}
Mefu Shrine,solved
Mefu Shrine,solved
Mefu Shrine (Takarazuka),solved
Mefu Shrine (Takarazuka),solved
Mefu Shrine (Takarazuka),{{ill|UNKNOWN|lt=Wakayue no Muraji|1=UNKNOWN}}
Mefu Shrine (Takarazuka),{{ill|UNKNOWN|lt=Ofume no Muraji|1=UNKNOWN}}
Mefu Shrine (Takarazuka),{{ill|UNKNOWN|lt=Ōmefu no Mikoto|1=UNKNOWN}}
Mefu Shrine (Takarazuka),{{ill|UNKNOWN|lt=cypress bark roofing|1=UNKNOWN}}
Mefu Shrine (Takarazuka),"{{ill|lt=Yasaka Shrine (Kiyoshikōjin, Takarazuka)|UNKNOWN|lt=Yasaka Shrine}}"
Mefu Shrine (Takarazuka),{{ill|lt=Kiyoshikōjin (Takarazuka)|UNKNOWN|lt=Kiyoshikōjin}}
Meta Shrine,solved
Mifune Shrine (Taki),solved
Mifune Shrine (Taki),{{ill|UNKNOWN|lt=shrine buildings|1=UNKNOWN}}
