Logged in

Found 4833 pages in category

1. [[Abito Shrine]] - HAS template, keeping
2252. [[Kutaya Shrine]] - HAS template, keeping
2253. [[Kutehikono Shrine]] - HAS template, keeping
2254. [[Kutono Shrine]] - HAS template, keeping
2255. [[Kutono Shrine (Q135041185)]] - HAS template, keeping
2256. [[Kutowa- Shrine]] - HAS template, keeping
2257. [[Kutsumino Shrine]] - HAS template, keeping
2258. [[Kutsumino Shrine (Q135039669)]] - HAS template, keeping
2259. [[Kutsumino Shrine (Q135270418)]] - HAS template, keeping
2260. [[Kutsuno Shrine]] - HAS template, keeping
2261. [[Kutsuokamino Shrine]] - HAS template, keeping
2262. [[Kuwabara Shrine]] - HAS template, keeping
2263. [[Kuwabara Shrine (Kuwanohon, Takeno Town)]] - HAS template, keeping
2264. [[Kuwabara Shrine (Morimoto, Takeno Town)]] - HAS template, keeping
2265. [[Kuwada Shrine]] - HAS template, keeping
2266. [[Kuwahara Shrine]] - HAS template, keeping
2267. [[Kuwahara Shrine (Tajima Province)]] - HAS template, keeping
2268. [[Kuwata Shrine (Mahori)]] - HAS template, keeping
2269. [[Kuwato Shrine]] - HAS template, keeping
2270. [[Kuwayama Shrine]] - HAS template, keeping
2271. [[Kuzu Shrine]] - HAS template, keeping
2272. [[Kuzu Shrine (Q135069143)]] - HAS template, keeping
2273. [[Kuzumi Shrine]] - HAS template, keeping
2274. [[Kō Shrine (Q11618837)]] - HAS template, keeping
2275. [[Kōmi Shrine]] - HAS template, keeping
2276. [[Kōra taisha]] - HAS template, keeping
2277. [[Kōtai Jingū (Karasumori Shrine)]] - HAS template, keeping
2278. [[Kōtai Shrine (Q135193377)]] - HAS template, keeping
2279. [[Kōtai Shrine? (site of Inami Shrine ruins at Aoyasaka, Imajo, Kanda, Nagahama)]] - HAS template, keeping
2280. [[Location Unknown]] - HAS template, keeping
2281. [[Mahatakino Shrine]] - HAS template, keeping
2282. [[Mahikusano Shrine]] - HAS template, keeping
2283. [[Maide Shrine]] - HAS template, keeping
2284. [[Makata Shrine]] - HAS template, keeping
2285. [[Makatano Shrine]] - HAS template, keeping
2286. [[Makatano Shrine (Q135270425)]] - HAS template, keeping
2287. [[Make Shrine]] - HAS template, keeping
2288. [[Make Shrine (Nanjō District)]] - HAS template, keeping
2289. [[Make Shrine (Niū District)]] - HAS template, keeping
2290. [[Make Shrine (Q11498617)]] - HAS template, keeping
2291. [[Make-no-Mikoto Shrine]] - HAS template, keeping
2292. [[Makeno Shrine]] - HAS template, keeping
2293. [[Makimoto Shrine]] - HAS template, keeping
2294. [[Makimotono Shrine]] - HAS template, keeping
2295. [[Makimuku ni imasu wa kamita majin Shrine]] - HAS template, keeping
2296. [[Makimuku- Shrine]] - HAS template, keeping
2297. [[Makiwono Shrine]] - HAS template, keeping
2298. [[Makiyamano Shrine]] - HAS template, keeping
2299. [[Mamezuka Shrine]] - HAS template, keeping
2300. [[Manai Shrine]] - HAS template, keeping
2301. [[Mangu Shrine]] - HAS template, keeping
2302. [[Manguu Shrine]] - HAS template, keeping
2303. [[Mankusen Shrine]] - HAS template, keeping
2304. [[Mano- Shrine]] - HAS template, keeping
2305. [[Maratano Shrine]] - HAS template, keeping
2306. [[Marokasa Shrine]] - HAS template, keeping
2307. [[Marokono Shrine]] - HAS template, keeping
2308. [[Marotano Shrine]] - HAS template, keeping
2309. [[Maruta Shrine (Kakizaki District)]] - HAS template, keeping
2310. [[Maruta Shrine (Koyama, Kumihama Town)]] - HAS template, keeping
2311. [[Maruta Shrine (Nadachi District)]] - HAS template, keeping
2312. [[Maruta Shrine (Sekiya no Ue, Kumihama Town) (reference)]] - HAS template, keeping
2313. [[Masakino Shrine]] - HAS template, keeping
2314. [[Masakuno Shrine]] - HAS template, keeping
2315. [[Mase Shrine]] - HAS template, keeping
2316. [[Masotano Shrine]] - HAS template, keeping
2317. [[Masutamineno Shrine]] - HAS template, keeping
2318. [[Matano Shrine]] - HAS template, keeping
2319. [[Materafuno Shrine]] - HAS template, keeping
2320. [[Matono Shrine]] - HAS template, keeping
2321. [[Matotano Shrine]] - HAS template, keeping
2322. [[Matsubara Shrine (Q11529439)]] - HAS template, keeping
2323. [[Matsubara Shrine (Q135187230)]] - HAS template, keeping
2324. [[Matsubara Shrine (Q135190117)]] - HAS template, keeping
2325. [[Matsuhama Inari Shrine]] - HAS template, keeping
2326. [[Matsunowono Shrine]] - HAS template, keeping
2327. [[Matsuo Hachiōji Shrine]] - HAS template, keeping
2328. [[Matsuo Shrine]] - HAS template, keeping
2329. [[Matsuo Shrine (Q11529679)]] - HAS template, keeping
2330. [[Matsuo Shrine (Q135040497)]] - HAS template, keeping
2331. [[Matsuoji Temple Aobayama Gongen (reference)]] - HAS template, keeping
2332. [[Matsusaka Shrine]] - HAS template, keeping
2333. [[Matsushita Shrine]] - HAS template, keeping
2334. [[Mefu Shrine]] - HAS template, keeping
2335. [[Mefu Shrine (Q11429659)]] - HAS template, keeping
2336. [[Mefu Shrine (Q135195313)]] - HAS template, keeping
2337. [[Meharano- Shrine]] - HAS template, keeping
2338. [[Men Shrine]] - HAS template, keeping
2339. [[Menuno Shrine]] - HAS template, keeping
2340. [[Meshirono Shrine]] - HAS template, keeping
2341. [[Meta Shrine]] - HAS template, keeping
2342. [[Michi Shrine]] - HAS template, keeping
2343. [[Michi Shrine (Etchū Province)]] - HAS template, keeping
2344. [[Michiheno Shrine]] - HAS template, keeping
2345. [[Michino Shrine]] - HAS template, keeping
2346. [[Michino Shrine (Himi City)]] - HAS template, keeping
2347. [[Michino Shrine (Imizu)]] - HAS template, keeping
2348. [[Michino Shrine (Q135040285)]] - HAS template, keeping
2349. [[Michino Shrine (Takaoka City)]] - HAS template, keeping
2350. [[Miefuno Shrine]] - HAS template, keeping
2351. [[Mifune Shrine (Q17214615)]] - HAS template, keeping
2352. [[Miheno Shrine]] - HAS template, keeping
2353. [[Miheno Shrine former site]] - HAS template, keeping
2354. [[Miho Shrine (Q11489249)]] - HAS template, keeping
2355. [[Mii Shrine]] - HAS template, keeping
2356. [[Mii Shrine (Q11488771)]] - HAS template, keeping
2357. [[Mii Shrine (Q135505912)]] - HAS template, keeping
2358. [[Miino Shrine]] - HAS template, keeping
2359. [[Miino Shrine (Q135040698)]] - HAS template, keeping
2360. [[Miino Shrine (Q135270114)]] - HAS template, keeping
2361. [[Mika Shrine (Misato town, Saitama)]] - HAS template, keeping
2362. [[Mikadonushihiko Shrine]] - HAS template, keeping
2363. [[Mikadoshuhiko Shrine]] - HAS template, keeping
2364. [[Mikadoshuhiko Shrine (Noto Province)]] - HAS template, keeping
2365. [[Mikata Shrine]] - HAS template, keeping
2366. [[Mikatano Shrine]] - HAS template, keeping
2367. [[Mikatatano Shrine]] - HAS template, keeping
2368. [[Mikatono Shrine]] - HAS template, keeping
2369. [[Mikatonushi Hiko Shrine (Hakui City)]] - HAS template, keeping
2370. [[Mikatonushi Hiko Shrine (Nanao City)]] - HAS template, keeping
2371. [[Mikatonushino- Shrine]] - HAS template, keeping
2372. [[Mike Shrine]] - HAS template, keeping
2373. [[Mikeno Shrine]] - HAS template, keeping
2374. [[Miketsuno Shrine]] - HAS template, keeping
2375. [[Mikino Shrine]] - HAS template, keeping
2376. [[Miko- Shrine]] - HAS template, keeping
2377. [[Mikonokamino Shrine]] - HAS template, keeping
2378. [[Mikumari Shrine]] - HAS template, keeping
2379. [[Mikunino Shrine]] - HAS template, keeping
2380. [[Mikura Hachiman Shrine (Okubo Hachiman Shrine)]] - HAS template, keeping
2381. [[Mikuri Shrine]] - HAS template, keeping
2382. [[Mikushi Shrine]] - HAS template, keeping
2383. [[Mimanahiko Shrine]] - HAS template, keeping
2384. [[Mimanahiko Shrine (Q135194923)]] - HAS template, keeping
2385. [[Mimanahikono Shrine]] - HAS template, keeping
2386. [[Mimanahimeno Shrine]] - HAS template, keeping
2387. [[Mimano Shrine]] - HAS template, keeping
2388. [[Mimatsuhiko Shrine]] - HAS template, keeping
2389. [[Mimeno-amehirinohimeno- Shrine]] - HAS template, keeping
2390. [[Miminashi Yamaguchi Shrine]] - HAS template, keeping
2391. [[Mimino Shrine]] - HAS template, keeping
2392. [[Mimitoshino Shrine]] - HAS template, keeping
2393. [[Mimitsune Shrine]] - HAS template, keeping
2394. [[Mimitsuneno Shrine]] - HAS template, keeping
2395. [[Mimiwino Shrine]] - HAS template, keeping
2396. [[Mimorono Shrine]] - HAS template, keeping
2397. [[Mimukono Shrine]] - HAS template, keeping
2398. [[Mimutsune Shrine]] - HAS template, keeping
2399. [[Mimutsune Shrine (Q135186770)]] - HAS template, keeping
2400. [[Minagi Shrine]] - HAS template, keeping
2401. [[Minagi Shrine (Q135070345)]] - HAS template, keeping
2402. [[Minagino Shrine]] - HAS template, keeping
2403. [[Minakuchi Shrine]] - HAS template, keeping
2404. [[Minakuchino Shrine (Q135041299)]] - HAS template, keeping
2405. [[Minamihachimanguu]] - HAS template, keeping
2406. [[Minamihama Shrine]] - HAS template, keeping
2407. [[Minamihama Shrine (Q135193653)]] - HAS template, keeping
2408. [[Minamikogami Shrine]] - HAS template, keeping
2409. [[Minamikono Shrine]] - HAS template, keeping
2410. [[Minamishikyuu]] - HAS template, keeping
2411. [[Minano Mukuge Shrine]] - HAS template, keeping
2412. [[Minato Shrine]] - HAS template, keeping
2413. [[Minatono Shrine]] - HAS template, keeping
2414. [[Minefurino Shrine]] - HAS template, keeping
2415. [[Mino Agatanushi Shrine]] - HAS template, keeping
2416. [[Minoheno Shrine]] - HAS template, keeping
2417. [[Minokamino Shrine]] - HAS template, keeping
2418. [[Minono Shrine]] - HAS template, keeping
2419. [[Minowa Shrine]] - HAS template, keeping
2420. [[Minowa Shrine (Q135192981)]] - HAS template, keeping
2421. [[Minoyano Shrine]] - HAS template, keeping
2422. [[Minumano Shrine]] - HAS template, keeping
2423. [[Minume Shrine]] - HAS template, keeping
2424. [[Minuno Shrine]] - HAS template, keeping
2425. [[Minushi Shrine]] - HAS template, keeping
2426. [[Mio Shrine]] - HAS template, keeping
2427. [[Mioya Shrine]] - HAS template, keeping
2428. [[Mioya Shrine Old Site]] - HAS template, keeping
2429. [[Mioyano Shrine]] - HAS template, keeping
2430. [[Mioyano Shrine (Q135039609)]] - HAS template, keeping
2431. [[Misahano Shrine]] - HAS template, keeping
2432. [[Misaka Shrine]] - HAS template, keeping
2433. [[Misaka Shrine (Q135070230)]] - HAS template, keeping
2434. [[Misakano Shrine]] - HAS template, keeping
2435. [[Misakano Shrine (Q135041263)]] - HAS template, keeping
2436. [[Misaki Shrine]] - HAS template, keeping
2437. [[Misaki Shrine (Q135069871)]] - HAS template, keeping
2438. [[Misaki Shrine (Q135194392)]] - HAS template, keeping
2439. [[Misakiharanoiwatachinomikoto Shrine]] - HAS template, keeping
2440. [[Misakino Shrine]] - HAS template, keeping
2441. [[Misakitono Shrine]] - HAS template, keeping
2442. [[Miseno- Shrine]] - HAS template, keeping
2443. [[Mishima Ishibe Shrine (Nishiyama Town, Kashiwazaki City)]] - HAS template, keeping
2444. [[Mishima Isōbe Shrine (Hojo, Kashiwazaki City)]] - HAS template, keeping
2445. [[Mishima Shrine]] - HAS template, keeping
2446. [[Mishima Shrine (Aono, Minamiizu)]] - HAS template, keeping
2447. [[Mishima Shrine (Izu Province)]] - HAS template, keeping
2448. [[Mishima Shrine (Minamiizu )]] - HAS template, keeping
2449. [[Mishima Shrine (Minamiizu)]] - HAS template, keeping
2450. [[Mishima Shrine (Minamiizu-chō Nijō)]] - HAS template, keeping
2451. [[Mishima Shrine (Nijo, Minamiizu Town)]] - HAS template, keeping
2452. [[Mishima Shrine (Q134888252)]] - HAS template, keeping
2453. [[Mishima Shrine (Q134926216)]] - HAS template, keeping
2454. [[Mishima Shrine (Q135069454)]] - HAS template, keeping
2455. [[Mishima Shrine (Q135069548)]] - HAS template, keeping
2456. [[Mishima Shrine (Q135070337)]] - HAS template, keeping
2457. [[Mishima Shrine (Shimoda)]] - HAS template, keeping
2458. [[Mishima-Kamo Shrine]] - HAS template, keeping
2459. [[Mishimada Shrine]] - HAS template, keeping
2460. [[Mishimakamono Shrine]] - HAS template, keeping
2461. [[Mishimanoisobeno Shrine]] - HAS template, keeping
2462. [[Mishirono Shrine]] - HAS template, keeping
2463. [[Misotanino Shrine]] - HAS template, keeping
2464. [[Mita Hachiman Shrine]] - HAS template, keeping
2465. [[Mita Shrine (sessha of Atsuta Jingū)]] - HAS template, keeping
2466. [[Mita Shrine (sessha of Shichishosha)]] - HAS template, keeping
2467. [[Mitaka Shrine]] - HAS template, keeping
2468. [[Mitake Shrine]] - HAS template, keeping
2469. [[Mitake Shrine (Q135190242)]] - HAS template, keeping
2470. [[Mitami Shrine]] - HAS template, keeping
2471. [[Mitamino Shrine]] - HAS template, keeping
2472. [[Mitanino Shrine (Q135040732)]] - HAS template, keeping
2473. [[Mitano Shrine]] - HAS template, keeping
2474. [[Mitekurano Shrine]] - HAS template, keeping
2475. [[Mitekuranuno Shrine]] - HAS template, keeping
2476. [[Mitetsukino Shrine]] - HAS template, keeping
2477. [[Mito Shrine (Q11488802)]] - HAS template, keeping
2478. [[Mitoake Shrine (Oyunohara)]] - HAS template, keeping
2479. [[Mitono Shrine]] - HAS template, keeping
2480. [[Mitori Shrine]] - HAS template, keeping
2481. [[Mitoshino Shrine]] - HAS template, keeping
2482. [[Mitoyano Shrine]] - HAS template, keeping
2483. [[Mitsuchino Shrine]] - HAS template, keeping
2484. [[Mitsuchino Shrine Kado‑no‑Miya]] - HAS template, keeping
2485. [[Mitsuchino Shrine Oku‑no‑Miya]] - HAS template, keeping
2486. [[Mitsuhanomeno Shrine]] - HAS template, keeping
2487. [[Mitsui Shrine]] - HAS template, keeping
2488. [[Mitsuimyoujin]] - HAS template, keeping
2489. [[Mitsukakino Shrine]] - HAS template, keeping
2490. [[Mitsukuweno Shrine]] - HAS template, keeping
2491. [[Mitsuno Shrine (Q135039577)]] - HAS template, keeping
2492. [[Mitsuno Shrine (Q135040944)]] - HAS template, keeping
2493. [[Mitsuno Shrine (Q135041489)]] - HAS template, keeping
2494. [[Mitsuno Shrine (Q135270101)]] - HAS template, keeping
2495. [[Mitsushino Shrine]] - HAS template, keeping
2496. [[Mitsuwokano Shrine]] - HAS template, keeping
2497. [[Mitsuzuka Shrine]] - HAS template, keeping
2498. [[Miwa Shrine]] - HAS template, keeping
2499. [[Miwa Shrine (Higashisue, Setouchi)]] - HAS template, keeping
2500. [[Miwa Shrine (Q11357406)]] - HAS template, keeping
2501. [[Miwa Shrine (Q135040290)]] - HAS template, keeping
2502. [[Miwa Shrine (Q135194814)]] - HAS template, keeping
2503. [[Miwano Shrine]] - HAS template, keeping
2504. [[Miwanoe Shrine]] - HAS template, keeping
2505. [[Miwanomikomimusuhime- Shrine]] - HAS template, keeping
2506. [[Miwino Shrine]] - HAS template, keeping
2507. [[Miwino Shrine (Q135040630)]] - HAS template, keeping
2508. [[Miwino Shrine (Q135040660)]] - HAS template, keeping
2509. [[Miwosano Shrine]] - HAS template, keeping
2510. [[Miyake Shrine (Echigo Province)]] - HAS template, keeping
2511. [[Miyake Shrine (Koshi district)]] - HAS template, keeping
2512. [[Miyake Shrine (Matsubara)]] - HAS template, keeping
2513. [[Miyake Shrine (Muikaichi Town)]] - HAS template, keeping
2514. [[Miyake Shrine (Myoken Town)]] - HAS template, keeping
2515. [[Miyake Shrine (Q11355073)]] - HAS template, keeping
2516. [[Miyake Shrine (Q135069237)]] - HAS template, keeping
2517. [[Miyake Shrine (Q135069992)]] - HAS template, keeping
2518. [[Miyake Shrine (Q135186680)]] - HAS template, keeping
2519. [[Miyake Shrine (Q135186682)]] - HAS template, keeping
2520. [[Miyake Shrine (Q135195057)]] - HAS template, keeping
2521. [[Miyake Shrine (Q22120521)]] - HAS template, keeping
2522. [[Miyake Shrine (Tango Province)]] - HAS template, keeping
2523. [[Miyakeno Shrine]] - HAS template, keeping
2524. [[Miyakeno Shrine (Q135039366)]] - HAS template, keeping
2525. [[Miyakeno Shrine (Q135040557)]] - HAS template, keeping
2526. [[Miyama Gozen Shrine]] - HAS template, keeping
2527. [[Miyameno Shrine]] - HAS template, keeping
2528. [[Miyamoto Myojin Shrine (Saitama City)]] - HAS template, keeping
2529. [[Miyamuraisoheno Shrine]] - HAS template, keeping
2530. [[Miyasakinonarukamino Shrine]] - HAS template, keeping
2531. [[Miyaura Shrine (Q135070177)]] - HAS template, keeping
2532. [[Miyazaki Shrine (Q135195239)]] - HAS template, keeping
2533. [[Miyu Shrine]] - HAS template, keeping
2534. [[Mizokui Shrine]] - HAS template, keeping
2535. [[Mizushi Shrine]] - HAS template, keeping
2536. [[Mizushima Isobe Shrine (Aoyagiboganoike, Kiyosato District)]] - HAS template, keeping
2537. [[Mizushima Isobe Shrine (Itoigawa City)]] - HAS template, keeping
2538. [[Mizushima Isobe Shrine (Nashidaira, Kiyosato District)]] - HAS template, keeping
2539. [[Mizushimaisobe Shrine]] - HAS template, keeping
2540. [[Mizutani Shrine]] - HAS template, keeping
2541. [[Mizuwake Shrine]] - HAS template, keeping
2542. [[Mokuhino Shrine]] - HAS template, keeping
2543. [[Momoiyamano Shrine]] - HAS template, keeping
2544. [[Momoiyamano Shrine Former Site]] - HAS template, keeping
2545. [[Momokahano Shrine]] - HAS template, keeping
2546. [[Momonuhikono Shrine]] - HAS template, keeping
2547. [[Momosaha Shrine]] - HAS template, keeping
2548. [[Momosawa Shrine]] - HAS template, keeping
2549. [[Momosawa Shrine (Suruga Province)]] - HAS template, keeping
2550. [[Momoshimano Shrine]] - HAS template, keeping
2551. [[Monoiminano- Shrine]] - HAS template, keeping
2552. [[Monoiminano- Shrine (Q135270282)]] - HAS template, keeping
2553. [[Mononobe Futsu Shrine Site]] - HAS template, keeping
2554. [[Mononobe Shrine]] - HAS template, keeping
2555. [[Mononobe Shrine (Q11570699)]] - HAS template, keeping
2556. [[Mononobe Shrine (Q18235752)]] - HAS template, keeping
2557. [[Mononoheno Shrine]] - HAS template, keeping
2558. [[Mononoheno Shrine (Q135039323)]] - HAS template, keeping
2559. [[Mononoheno Shrine (Q135039556)]] - HAS template, keeping
2560. [[Mononoheno Shrine (Q135039685)]] - HAS template, keeping
2561. [[Mononoheno Shrine (Q135040361)]] - HAS template, keeping
2562. [[Mononoheno Shrine (Q135040484)]] - HAS template, keeping
2563. [[Mononoheno Shrine (Q135040559)]] - HAS template, keeping
2564. [[Mononoheno Shrine (Q135041147)]] - HAS template, keeping
2565. [[Mononoheno Shrine (Q135270316)]] - HAS template, keeping
2566. [[Mononoheno Shrine Co-Enshrinement]] - HAS template, keeping
2567. [[Mononoheno- Shrine]] - HAS template, keeping
2568. [[Morimoto Shrine]] - HAS template, keeping
2569. [[Morimoto Shrine (Q135069147)]] - HAS template, keeping
2570. [[Morimotono Shrine]] - HAS template, keeping
2571. [[Morimotono Shrine (Q135185400)]] - HAS template, keeping
2572. [[Morita Shrine]] - HAS template, keeping
2573. [[Morita Shrine (Hobo, Nagano City)]] - HAS template, keeping
2574. [[Morita Shrine (Nanie, Nagano City)]] - HAS template, keeping
2575. [[Morita Shrine (Shinano Province)]] - HAS template, keeping
2576. [[Moritano Shrine]] - HAS template, keeping
2577. [[Moritano Shrine (Q11450096)]] - HAS template, keeping
2578. [[Morita‑no Shrine]] - HAS template, keeping
2579. [[Moriuchino Shrine]] - HAS template, keeping
2580. [[Moriyama Hachiman Shrine]] - HAS template, keeping
2581. [[Moro Shrine]] - HAS template, keeping
2582. [[Morohashi Inari Shrine]] - HAS template, keeping
2583. [[Morokuchi Shrine]] - HAS template, keeping
2584. [[Morokuchi Shrine (Q116694076)]] - HAS template, keeping
2585. [[Morokuchi Shrine (Q135193032)]] - HAS template, keeping
2586. [[Morokuhano Shrine]] - HAS template, keeping
2587. [[Morokuhano Shrine (Q135039501)]] - HAS template, keeping
2588. [[Morokuhano Shrine (Q135270143)]] - HAS template, keeping
2589. [[Morono Shrine]] - HAS template, keeping
2590. [[Morooka Hiko Shrine]] - HAS template, keeping
2591. [[Morooka Hiko Shrine (Nisho‑miya, Shiga Town)]] - HAS template, keeping
2592. [[Morooka Hiko Shrine (Wajima City)]] - HAS template, keeping
2593. [[Morookahiko Shrine]] - HAS template, keeping
2594. [[Morookahiko Shrine (Hakui district)]] - HAS template, keeping
2595. [[Morookahiko Shrine (Noto Province)]] - HAS template, keeping
2596. [[Morooka‑Hiko Shrine (Higashi Komuro, Shiga Town)]] - HAS template, keeping
2597. [[Morosugi Shrine]] - HAS template, keeping
2598. [[Morowoka- Shrine]] - HAS template, keeping
2599. [[Moroyoshino Shrine]] - HAS template, keeping
2600. [[Moruyamano Shrine]] - HAS template, keeping
2601. [[Moruyamano Shrine Co-EnShrinement]] - HAS template, keeping
2602. [[Moruyamano Shrine former site]] - HAS template, keeping
2603. [[Motomame Shrine]] - HAS template, keeping
2604. [[Motomiya Shrine]] - HAS template, keeping
2605. [[Motomurawino Shrine]] - HAS template, keeping
2606. [[Motosakazuki Shrine]] - HAS template, keeping
2607. [[Motoshima Shrine]] - HAS template, keeping
2608. [[Muko Shrine Co-Enshrinement]] - HAS template, keeping
2609. [[Muku Shrine]] - HAS template, keeping
2610. [[Muku Shrine (Chichibu district)]] - HAS template, keeping
2611. [[Muku Shrine (Musashi Province)]] - HAS template, keeping
2612. [[Muku Shrine (Q135069566)]] - HAS template, keeping
2613. [[Muku Shrine (Shimoyoshida, Chichibu City, Saitama Prefecture)]] - HAS template, keeping
2614. [[Mukumotono Shrine]] - HAS template, keeping
2615. [[Mukuno Shrine]] - HAS template, keeping
2616. [[Mumanushino Shrine]] - HAS template, keeping
2617. [[Munakata Shrine]] - HAS template, keeping
2618. [[Munakata Shrine (Kita-ku, Okayama)]] - HAS template, keeping
2619. [[Munakata Shrine (Q135194295)]] - HAS template, keeping
2620. [[Munakata Taisha]] - HAS template, keeping
2621. [[Munakatano Shrine]] - HAS template, keeping
2622. [[Munakatano Shrine (Q135039975)]] - HAS template, keeping
2623. [[Munakatano Shrine (Q135040760)]] - HAS template, keeping
2624. [[Munakatano Shrine (Q135098958)]] - HAS template, keeping
2625. [[Munekeishin Shrine]] - HAS template, keeping
2626. [[Murahi Shrine]] - HAS template, keeping
2627. [[Murahino Shrine]] - HAS template, keeping
2628. [[Murahino Shrine (Q135194287)]] - HAS template, keeping
2629. [[Murakuni Masumida Shrine]] - HAS template, keeping
2630. [[Murakuni Shrine]] - HAS template, keeping
2631. [[Murakuni Shrine Otabisho]] - HAS template, keeping
2632. [[Murakunino Shrine]] - HAS template, keeping
2633. [[Murakunitsukami Shrine]] - HAS template, keeping
2634. [[Muraoka Shrine]] - HAS template, keeping
2635. [[Murawokano Shrine]] - HAS template, keeping
2636. [[Muraya-ni-masu-Mifutsuhime Shrine]] - HAS template, keeping
2637. [[Murayama Shrine]] - HAS template, keeping
2638. [[Murayama Shrine (Q11523148)]] - HAS template, keeping
2639. [[Murayano Shrine]] - HAS template, keeping
2640. [[Murayano Shrine (Q135041269)]] - HAS template, keeping
2641. [[Mure Shrine]] - HAS template, keeping
2642. [[Mureno Shrine]] - HAS template, keeping
2643. [[Murofunoriuketsuno Shrine]] - HAS template, keeping
2644. [[Muroharano Shrine]] - HAS template, keeping
2645. [[Murohime Shrine]] - HAS template, keeping
2646. [[Murohimeno Shrine]] - HAS template, keeping
2647. [[Murokino Shrine]] - HAS template, keeping
2648. [[Murotsuno Shrine]] - HAS template, keeping
2649. [[Musanimasu Shrine]] - HAS template, keeping
2650. [[Musashi Mitake Shrine]] - HAS template, keeping
2651. [[Mushika Shrine]] - HAS template, keeping
2652. [[Mutsushino Shrine]] - HAS template, keeping
2653. [[Myoujin Shrine]] - HAS template, keeping
2654. [[Myouken Shrine]] - HAS template, keeping
2655. [[Myōjin Hokora]] - HAS template, keeping
2656. [[Nabekurano Shrine]] - HAS template, keeping
2657. [[Nagahama Shrine]] - HAS template, keeping
2658. [[Nagahama Shrine (Q135070130)]] - HAS template, keeping
2659. [[Nagahatabe Shrine (Hitachiota)]] - HAS template, keeping
2660. [[Nagahatabe Shrine (Q72727981)]] - HAS template, keeping
2661. [[Nagakura Shrine]] - HAS template, keeping
2662. [[Nagakura Shrine Haiden]] - HAS template, keeping
2663. [[Nagano Shrine]] - HAS template, keeping
2664. [[Nagaoka Shrine]] - HAS template, keeping
2665. [[Nagaoka Shrine (Q135069626)]] - HAS template, keeping
2666. [[Nagara Shrine]] - HAS template, keeping
2667. [[Nagase Shrine]] - HAS template, keeping
2668. [[Nagase Shrine (Kamijo, Kamo)]] - HAS template, keeping
2669. [[Nagase Shrine (Miyayori, Kamo)]] - HAS template, keeping
2670. [[Nagase Shrine (Q135069240)]] - HAS template, keeping
2671. [[Nagase Shrine (Q135069241)]] - HAS template, keeping
2672. [[Nagata Shrine (Q135069149)]] - HAS template, keeping
2673. [[Nago Shrine]] - HAS template, keeping
2674. [[Nagoshi Shrine]] - HAS template, keeping
2675. [[Nagoya Shrine]] - HAS template, keeping
2676. [[Nagu Shrine (Q135195291)]] - HAS template, keeping
2677. [[Nahaka Shrine]] - HAS template, keeping
2678. [[Nahashirono Shrine]] - HAS template, keeping
2679. [[Nahe Shrine]] - HAS template, keeping
2680. [[Nahonono Shrine]] - HAS template, keeping
2681. [[Naka Hikawa Shrine (Mikajima, Tokorozawa)]] - HAS template, keeping
2682. [[Naka Hikawa Shrine (Yamaguchi, Tokorozawa)]] - HAS template, keeping
2683. [[Naka Shrine]] - HAS template, keeping
2684. [[Naka Shrine (Matsuzaki)]] - HAS template, keeping
2685. [[Naka Shrine (Q135186183)]] - HAS template, keeping
2686. [[Naka Shrine (Q135193009)]] - HAS template, keeping
2687. [[Naka-Hikawa Shrine]] - HAS template, keeping
2688. [[Nakagawa Shrine]] - HAS template, keeping
2689. [[Nakahikahano Shrine]] - HAS template, keeping
2690. [[Nakahikawa Shrine]] - HAS template, keeping
2691. [[Nakakurano Shrine]] - HAS template, keeping
2692. [[Nakamakita Mukuge Shrine]] - HAS template, keeping
2693. [[Nakamino Shrine]] - HAS template, keeping
2694. [[Nakamiya Shrine]] - HAS template, keeping
2695. [[Nakamurano Shrine]] - HAS template, keeping
2696. [[Nakamurano Shrine (Q135039940)]] - HAS template, keeping
2697. [[Nakano Shrine]] - HAS template, keeping
2698. [[Nakanono Shrine]] - HAS template, keeping
2699. [[Nakanono Shrine (Q135039598)]] - HAS template, keeping
2700. [[Nakaohotoshino Shrine]] - HAS template, keeping
2701. [[Nakarano Shrine]] - HAS template, keeping
2702. [[Nakaretano Shrine]] - HAS template, keeping
2703. [[Nakaretanouheno Shrine]] - HAS template, keeping
2704. [[Nakase Shrine]] - HAS template, keeping
2705. [[Nakaseno Shrine]] - HAS template, keeping
2706. [[Nakaseno Shrine (Q135039370)]] - HAS template, keeping
2707. [[Nakashima Shrine]] - HAS template, keeping
2708. [[Nakatano Shrine]] - HAS template, keeping
2709. [[Nakatano Shrine (Q135039895)]] - HAS template, keeping
2710. [[Nakatomi Itate Shrine]] - HAS template, keeping
2711. [[Nakatomiitateno Shrine]] - HAS template, keeping
2712. [[Nakatomino Shrine]] - HAS template, keeping
2713. [[Nakatomisumuchino Shrine]] - HAS template, keeping
2714. [[Nakatomitakatakeno Shrine]] - HAS template, keeping
2715. [[Nakatono Shrine]] - HAS template, keeping
2716. [[Nakatsu Shrine (Q135039629)]] - HAS template, keeping
2717. [[Nakatsu Shrine (Q135041504)]] - HAS template, keeping
2718. [[Nakatsu Shrine (Q135070361)]] - HAS template, keeping
2719. [[Nakauchi Shrine]] - HAS template, keeping
2720. [[Nakawokano Shrine]] - HAS template, keeping
2721. [[Nakawokano Shrine (Q135040340)]] - HAS template, keeping
