QID,Page
Q11480766,Fuse Shrine
Q135041199,Fuse Shrine (Q135041199)
Q135070316,Fuse Shrine (Q135070316)
Q135195020,Fuse Shrine (Q135195020)
Q134892521,"Fuse Shrine (Sanuki, Kagawa)"
Q135194136,"Fuse Shrine (Shinonoi Ishikawa, Nagano City)"
Q135194138,"Fuse Shrine (Shinonoi Yamafuse, Nagano City)"
Q135040368,Fuseno Shrine
Q135039917,Fuseno Shrine (Q135039917)
Q135040396,Fuseno Shrine (Q135040396)
Q135041037,Fuseno Shrine (Q135041037)
Q135041383,Fuseno Shrine (Q135041383)
Q135039853,Fuseno- Shrine
Q135040776,Fushifuno Shrine
Q135040918,Fushikimino Shrine
Q714828,Fushimi Inari-taisha
Q10885331,Fushimi Momoyama Mausoleum
Q135039425,Fushino Shrine
Q653180,Fujisan Hongū Sengen Taisha
Q11497295,Fuso-kyo
Q135041100,Fusuno Shrine
Q135270331,Fusuno Shrine (Q135270331)
Q95932360,Futaarayama shrine
Q27355637,Futago Kofun
Q11371448,Futagoyama Kofun
Q16767304,Futagozuka Kofun
Q11371445,Futagozuka Kofun (Fukuyama)
Q44705270,Futagozuka Kofun (Hadano)
Q80363004,Futagozuka Kofun (Ikeda)
Q45344738,Futagozuka Kofun Group
Q110128368,Futahashira Shrine
Q65248127,Futajiiri-hime
Q11371269,Futakami Mountain
Q135040704,Futakata Shrine
Q135270328,Futakata Shrine (Q135270328)
Q135070233,Futamata Shrine (Q135070233)
Q135040012,Futamatano Shrine
Q135041265,Futamatano Shrine (Q135041265)
Q63147989,Futamata Shrine
Q64969614,Futami Okitama Shrine
Q135038964,Futamino Shrine
Q135040511,Futamurano Shrine
Q701927,Futarasan shrine
Q135194292,Futarasan Shrine Chūgū-shi
Q135194293,Futarasan Shrine okumiya
Q55523155,Futatsukayama Kofun (Setouchi City)
Q11371232,Futatsuzuka Kofun
Q11371432,Futatsuzuka Kofun (Sendai)
Q11371433,Futazuka Kofun (disambiguation)
Q11502181,Futazuka Kofun (Katsuragi)
Q65266228,Futemimi
Q11514556,Futemma-gū
Q11600011,Futen Calendar
Q11059539,Futodama
Q11277203,Futon Daiko
Q135038839,Futonotono Shrine
Q135021845,Futonotonomikotono Shrine
Q11059754,Futsu-no-mitama
Q135039005,Futsuno Shrine
Q135041412,Futsuno Shrine (Q135041412)
Q1107286,Futsunushi
Q11246131,Fuyo Jingū
Q1483957,Fūjin
Q11458391,Fūko
Q11430413,Gaikan
Q11515864,Gakkō River
Q11448123,Gakusei
Q135192614,Gama Shinmei‑gū
Q21449537,Gaoshi Shrine
Q11296246,Garandoya Kofun
Q135070315,Gashibahime Shrine
Q11516660,Geki diaries
Q11516163,Gekkō-ji Temple
Q42387615,Gekū Sando
Q11353079,General Indications for hot spring use
Q1207721,Genkan
Q11387821,Genshi-sai
Q11572272,Genshitsu
Q11360701,Gero Onsen
Q11262936,Ghost calendar
Q870911,Gifu Gokoku Shrine
Q128866486,Gifu Shichifukujin
Q257473,Ginkaku-ji
Q135199795,Ginzan Shrine
Q135200437,Ginzan Shrine (Q135200437)
Q135200437,Ginzan Shrine (Tsushima)
Q135200362,Ginzan Shrine (Tsutsuchi Yohaijo)
Q135199776,Ginzanjo Shrine
Q135200444,Ginzanjo Shrine (Q135200444)
Q926312,Gion
Q17221495,Gion and Tenno Festivals
Q11588425,Gion Faith
Q979873,Gion Matsuri
Q11588444,Gion Shrine (Hyōgo)
Q11588443,Gion Shrine (Kurashiki)
Q11588442,Gion shrines
Q116694244,Gion Ōtsukayama Kofun
Q11588450,Gion-zukuri
Q55527878,Gionyama Kofun
Q11588419,Gion‐Nagasuka Kofun Group
Q16056316,Glossary of Japanese Buddhism
Q5571704,Glossary of Shinto
Q11489009,Gobyoyama Kofun
Q109703825,Gobyō Omotezuka Kofun
Q11489010,Gobyō-no-Kofun
Q17219916,Gogazuka Kofun
Q11613384,Gogo Island
Q1011372,Gohei
Q1410999,Gohonzon
Q2115862,Gojo Tenjin Shrine (Tokyo)
Q11372505,Gojō Tenjin Shrine
Q11372506,Gojō Tenjin-gū
Q28608905,Gokasho Futagozuka Kofun
Q135069396,Gokiso Hachiman Shrine
Q1534477,Gokoku Shrines
Q11611811,Gomate-dai 16-gō Kofun
Q3080343,Gongen
Q135186232,Gongen Shrine (Ujizakura Shrine precincts)
Q11542306,Gonkan
Q304906,Gorintō
Q11489356,Goryo Shrine
Q11489360,Goryō Shrine (Aritagawa)
Q11489361,Goryō Shrine (Fukuchiyama)
Q11489364,Goryō Shrine (Kamakura City)
Q20044399,"Goryō Shrine (Miyamae, Fujisawa)"
Q22118758,Goryō Shrine (Nara)
Q11489357,Goryō Shrine (Osaka)
Q30924976,Goryō Shrine (Reianji-chō)
Q11372540,Goryū Sontakuin
Q5587116,Gorōyama kofun
Q5587136,Gosashi Kofun
Q2267217,Gosekku
Q135195117,Gosen Hachiman Shrine
Q135070056,Gosha Shrine
Q11372583,Gosha Shrine (Ikeda)
Q135069653,Gosha Shrine (Q135069653)
Q135193751,Gosha Shrine (Q135193751)
Q11372582,Gosha Suwa Shrine
Q11372637,Goshiki Sōmen
Q1538541,Goshikizuka (Sentsubo) Kofun
Q11372414,Gosho Shrine (Sammu City)
Q24866206,Goshoyama Kofun
Q11487759,Goso
Q1190574,Government of Japan
Q106234557,Government-General of Korea
Q11424440,Governor (Japan)
Q11570247,Gozu Tennō
Q97310560,Gozu Tennō Faith in Tatebayashi
Q11632526,Goō Shrine
Q11438341,Grand Festival
Q11374178,Great Buddha Hall of Hōkō-ji
Q11526469,Great Buddha of Tōdaiji
Q131278957,Guardian deities
Q11393744,Guchūreki
Q11649886,Guidelines for Mineral Spring Analysis
Q135194820,"Gunge Shrine (Suzumi, Kanazawa)"
Q135194817,"Gunge Shrine (Yoshihara, Kanazawa)"
Q4152149,Gunji
Q11609908,Gunma Gokoku Shrine
Q20982941,Gunma Prefectural Museum of History
Q11609514,Gunshūfun
Q1333330,Gusuku Sites and Related Properties of the Kingdom of Ryukyu
Q10919351,Gyogan-ji
Q17990421,Gyokugan
Q11371449,Gyōda Futagoyama Kofun
Q11626191,Gyōjazuka Kofun
Q2068902,Gèn (Bagua)
Q134917316,Gō-sha
Q17218920,Gōdo Kofun Cluster
Q84066,Gōzoku
Q11453500,Gūji
Q32539204,H. Byron Earhart
Q3124699,H. Paul Varley
Q134930633,Habuhime Shrine (Shimoda)
Q106852479,Hachi Shrine
Q11649845,Hachibuseyama Nishimine Kofun
Q135070286,Hachidai Ryūō Shrine
Q11649831,Hachikazuki
Q11391758,Hachikenya Boat Dock
Q135070302,Hachikurahime Shrine
Q261637,Hachiman
Q11391001,Hachiman Asami Shrine
Q85876851,Hachiman Daijingū
Q135069496,Hachiman Hommi Shrine
Q17222413,Hachiman Kannonzuka Kofun
Q11390939,Hachiman shrine
Q135070263,Hachiman Shrine
Q135193761,Hachiman Shrine (Makino Town Sekitei)
Q135193362,Hachiman Shrine (Mikajiri)
Q124496768,"Hachiman Shrine (Mugiya, Yuuki-cho, Saeki-ku, Hiroshima City)"
Q135070175,Hachiman Shrine (Q135070175)
Q135070216,Hachiman Shrine (Q135070216)
Q135070273,Hachiman Shrine (Q135070273)
Q135070301,Hachiman Shrine (Q135070301)
Q135070351,Hachiman Shrine (Q135070351)
Q135070358,Hachiman Shrine (Q135070358)
Q135187123,Hachiman Shrine (Q135187123)
Q135190015,Hachiman Shrine (Q135190015)
Q135193644,Hachiman Shrine (Q135193644)
Q135194564,Hachiman Shrine (Q135194564)
Q135194682,Hachiman Shrine (Q135194682)
Q135194692,Hachiman Shrine (Q135194692)
Q135194695,Hachiman Shrine (Q135194695)
Q135194698,Hachiman Shrine (Q135194698)
Q135194720,Hachiman Shrine (Q135194720)
Q135198094,Hachiman Shrine (Q135198094)
Q135187195,Hachiman Shrine (Suihokuchō)
Q11391079,Hachiman Shrine (Tokushima City)
Q135193762,Hachiman Shrine (Uso Yokoyama)
Q136730637,Hachiman Usa Shrine Oracle Collection
Q135195096,Hachimangū
Q135194947,Hachimangū (Q135194947)
Q135197730,Hachimangū (Q135197730)
Q11391067,Sakamoto Shrine & Hachimangu
Q11390961,Hachimanyama Kofun
Q11390962,Hachimanyama Kofun (Gyoda)
Q17230312,Hachimanyama Kofun (Maebashi)
Q17218723,Hachimanyama Kofun (Nagoya)
Q135069361,Hachiman‑sha
Q135070047,Hachiman‑sha (Q135070047)
Q135041056,Hachino Shrine
Q5637073,Hachinohe Sansha Taisai
Q11391618,Hachioji Shrine
Q119929568,Hachioji Shrine (Chigasaki)
Q119929597,Hachioji Shrine (Ena City)
Q11391619,Hachioji Shrine (Funabashi)
Q96820108,Hachioji Shrine (Kariya City)
Q97181502,Hachioji Shrine (Minamichita Town)
Q22119984,Hachioji Shrine (Nara)
Q124482330,Hachioji Shrine (Saitama)
Q135039592,Hachisakino Shrine
Q135070282,Hachisu Shrine
Q18989641,Hachizuka Kofun
Q66124371,Hachizuka Kofun (Fujidera)
Q11649848,Hachizuka Kofun (Ikeda)
Q11391544,Hachiōji (disambiguation)
Q11391615,Hachiōji Gongen
Q135069438,Hachiōji Shrine
Q135186249,Hachiōji Shrine (Morisho Village)
Q135069438,Hachiōji Shrine (Q135069438)
Q495789,Haenyeo
Q135039636,Hafuhimeno- Shrine
Q135039943,Hafurino Shrine
Q135039044,Hafuritano Shrine
Q135041152,Hafuritano Shrine (Q135041152)
Q124683795,Haginoo Kofun
Q24898144,Haguro Gongen
Q11610434,Haguro Shrine
Q11610435,Haguro Shrine (Funabashi City)
Q11610436,Haguro Shrine (Kurashiki City)
Q85883240,"Haguro Shrine (Nagaoka City, Onuki)"
Q135194375,Haguro Shrine (Q135194375)
Q126020334,Haguro Shrine (Suzu City)
Q135069521,Haguromita Shrine
Q135039918,Haheshinano Shrine
Q135039571,Hahiho Shrine
Q702298,Haibutsu kishaku
Q3125745,Haiden (Shinto)
Q135039571,Haihō Shrine
Q135040049,Haishiwano Shrine
Q17194083,Haisho
Q10927758,Haji clan
Q11423449,Haji Nisanzai Kofun
Q135186741,Haji Shrine
Q135068695,Hajio Shrine (Otagi district)
Q135069027,Hakanishi Shrine
Q135039172,Hakatano Shrine
Q11429120,Hakayama Kofun
Q135039612,Hakiharano- Shrine
Q717303,Hakkō ichiu
Q19887675,Hakodate Gokoku Shrine
Q11395952,Hakodate Hachimangū
Q133874862,Hakodate Port Festival
Q11603375,Hakone Gongen
Q705310,Hakone Shrine
Q135040063,Hakono Shrine
Q135195149,Hakotake Hachiman Shrine
Q111442063,Hakozaki Hachiman Shrine
Q135198619,Hakozaki Hachiman Shrine (Q135198619)
Q11579474,Hakuchi Castle
Q11579557,Hakusan Faith
Q11579578,Hakusan Gongen
Q11579561,Hakusan Kofun
Q11579553,Hakusan Nakai Shrine
Q11579595,Hakusan Shrine
Q11579596,Hakusan Shrine (Bunkyo Ward)
Q119929662,Hakusan Shrine (Heguri)
Q135069345,Hakusan Shrine (Q135069345)
Q135069360,Hakusan Shrine (Q135069360)
Q135069381,Hakusan Shrine (Q135069381)
Q135069899,Hakusan Shrine (Q135069899)
Q135187226,Hakusan Shrine (Q135187226)
Q135190114,Hakusan Shrine (Q135190114)
Q135193785,Hakusan Shrine (Q135193785)
Q135194529,Hakusan Shrine (Q135194529)
Q135194548,Hakusan Shrine (Q135194548)
Q135194933,Hakusan Shrine (Q135194933)
Q135195113,Hakusan-dō Shrine
Q4216550,Hakushu (Shinto)
Q135039112,Hakutahikono Shrine
Q135039113,Hakutahimeno Shrine
Q11406995,Half-house (Kuge)
Q11557908,Hama Ōji Shrine
Q135199653,Hamadono Shrine
Q11558084,Hamaori Festival
Q11558043,Hamawaki Onsen
Q135040576,Hamino Shrine
Q135039845,Hamino Shrine (Q135039845)
Q135039142,Hamukosono Shrine
Q48753076,Hamuro Kofun Group
Q109595099,Han-style mirror
Q11679017,Hanabue Shrine
Q30950539,Hanada
Q11615624,Hanagasa
Q135039899,Hananakano Shrine
Q135270215,Hananakano Shrine (Q135270215)
Q135070054,Hanaoka Shrine
Q66085126,Hanashiyama Shrine
Q18338862,Hanayamazuka Kofun
Q28692916,Hanazono Inari Shrine
Q11615190,Hanazono Onta-mai
Q18338914,Hanchō Shrine
Q11497078,Hand bath
Q85883236,Haneda Airport Garden
Q109784392,Haneda Aviation Shrine
Q97196990,Haneda Shrine
Q11418576,Hanezuiro
Q6912108,Hanishina Kofun group
Q11394844,Haniwa coffin
