QID,Page
Q11549051,Mizushina Kofun Group
Q11549109,Mizuwakasu Shrine
Q135193725,Mizuwake Shrine
Q107346207,Mochida Kofun Cluster
Q11547048,Mogari
Q11617020,Mogasaki Yokoanabo Cluster
Q135039469,Mokuhino Shrine
Q135041216,Momoiyamano Shrine
Q135197924,Momoiyamano Shrine Former Site
Q135040478,Momokahano Shrine
Q135040308,Momonuhikono Shrine
Q135039635,Momosaha Shrine
Q135069414,Momosawa Shrine
Q135069415,Momosawa Shrine (Suruga Province)
Q135040684,Momoshimano Shrine
Q877820,Momotarō
Q7893898,Mon (architecture)
Q600964,Mon (emblem)
Q24894422,Monju-in Nishi Kofun
Q18458950,Monoimi
Q135039640,Monoiminano- Shrine
Q135270282,Monoiminano- Shrine (Q135270282)
Q11570647,Monoiminanomikoto Shrine
Q1755836,Mononobe clan
Q135198643,Mononobe Futsu Shrine Site
Q86745175,Mononobe no Fututa no Shio
Q55521285,Mononobe officials
Q11570698,Mononobe Shrine (disambiguation)
Q135040424,Mononoheno Shrine
Q135039323,Mononoheno Shrine (Q135039323)
Q135039556,Mononoheno Shrine (Q135039556)
Q135039685,Mononoheno Shrine (Q135039685)
Q135040361,Mononoheno Shrine (Q135040361)
Q135040484,Mononoheno Shrine (Q135040484)
Q135040559,Mononoheno Shrine (Q135040559)
Q135041147,Mononoheno Shrine (Q135041147)
Q135270316,Mononoheno Shrine (Q135270316)
Q135039316,Mononoheno Shrine Co-Enshrinement
Q135041523,Mononoheno- Shrine
Q13034142,Monuments of Japan
Q10564515,Monzen-machi
Q11344950,Moor hot springs
Q135038839,"Mori Shrine (Tenri, Nara)"
Q28692354,Mori-yama Kofun
Q135069147,Morimoto Shrine (Q135069147)
Q135039111,Morimotono Shrine
Q135185400,Morimotono Shrine (Q135185400)
Q11581351,Morioka Hachimangū
Q135069811,Morita Shrine
Q135194230,"Morita Shrine (Hobo, Nagano City)"
Q135194228,"Morita Shrine (Nanie, Nagano City)"
Q135069815,Morita Shrine (Shinano Province)
Q65260779,Moritachi no Kami
Q38276368,Moritaku-no-Kami
Q135039929,Moritano Shrine
Q11450096,Moritano Shrine (Minochi)
Q135040631,Moriuchino Shrine
Q6912434,Moriya
Q48754773,Moriya clan
Q56883945,Moriya Shrine
Q11450098,Moriya Yorishin
Q11450044,Moriyama Hachiman-gu (Uki)
Q116968871,Moriyama Hachimangu (Izunokuni City)
Q11517786,Morning glory-shaped haniwa
Q135194926,Morohashi Inari Shrine
Q135193029,Morokuchi Shrine
Q135193032,Morokuchi Shrine (Q135193032)
Q135039456,Morokuhano Shrine
Q135039501,Morokuhano Shrine (Q135039501)
Q135270143,Morokuhano Shrine (Q135270143)
Q135039758,Morono Shrine
Q135194914,Morooka Hiko Shrine
Q135194863,"Morooka Hiko Shrine (Nisho‑miya, Shiga Town)"
Q135194866,Morooka Hiko Shrine (Wajima City)
Q135069939,Morookahiko Shrine
Q135069945,Morookahiko Shrine (Hakui district)
Q135069940,Morookahiko Shrine (Noto Province)
Q135194865,"Morooka‑Hiko Shrine (Higashi Komuro, Shiga Town)"
Q135040307,Morowoka- Shrine
Q135040602,Moroyoshino Shrine
Q14551916,Mortuary Temple of Mentuhotep II
Q135039282,Moruyamano Shrine
Q135186212,Moruyamano Shrine Co-EnShrinement
Q135186213,Moruyamano Shrine former site
Q11387775,Moto-Ise Shrines
Q11519847,Moto-Sumiyoshi Shrine
Q38279257,Motoinari Kofun
Q135040948,Motomame Shrine
Q135069463,Motomiya Shrine
Q135040277,Motomurawino Shrine
Q85881084,Motonobaru Site
Q135070131,Motosakazuki Shrine
Q135199579,Motoshima Shrine
Q11661367,Mount Aonomine
Q11435319,Mount Daidenji
Q6921721,Mount Kujū
Q728107,Mount Minakami
Q11498770,Mount Misao
Q11450013,Mount Moriya
Q868348,Mount Myōken
Q18337213,Mount Takasu
Q11442932,Mount Tengu
Q11430808,Mount Tonomine
Q109597645,Mount Yumura
Q11470798,Mountain Shrine
Q11344562,Moyoro Shell Mound
Q4250584,Mozu Tombs
Q55524104,Mozu-Furuichi Kofun Group
Q121848317,Mozume Kurumazuka Kofun
Q4121525,Muharram 1
Q65265,Muharram 10
Q65267,Muharram 11
Q129934,Muharram 12
Q4121586,Muharram 13
Q4121455,Muharram 14
Q4121533,Muharram 15
Q4121247,Muharram 16
Q4121633,Muharram 17
Q4121688,Muharram 18
Q4121684,Muharram 19
Q4121379,Muharram 2
Q4121488,Muharram 20
Q4121374,Muharram 21
Q4121400,Muharram 22
Q4121454,Muharram 23
Q4121718,Muharram 24
Q4121963,Muharram 25
Q4121676,Muharram 26
Q4121507,Muharram 27
Q4121225,Muharram 28
Q4121531,Muharram 29
Q4121368,Muharram 3
Q4121758,Muharram 30
Q4121388,Muharram 4
Q4121383,Muharram 5
Q4121393,Muharram 6
Q4121375,Muharram 7
Q83191,Muharram 8
Q65298,Muharram 9
Q18339530,Mukaiyama Kofun
Q6933533,Mukibanda Yayoi remains
Q11570306,Mukizu no Kuni no Miyatsuko
Q135179307,Muko Shrine Co-Enshrinement
Q11415934,Mukoyama Kofun Cluster
Q135069568,Muku Shrine (Chichibu district)
Q135069567,Muku Shrine (Musashi Province)
Q135069566,Muku Shrine (Q135069566)
Q135069571,"Muku Shrine (Shimoyoshida, Chichibu City, Saitama Prefecture)"
Q54153289,Mukuhashi Sōja
Q135038980,Mukumotono Shrine
Q135039749,Mukuno Shrine
Q28688915,Mukunoda Kofun
Q11415986,Mukō Shrine
Q11416021,Mukōda Fire Festival
Q131456269,Multibossed mirrors
Q135039616,Mumanushino Shrine
Q8008834,Munafuda
Q11451842,Munakata
Q16481907,Munakata clan
Q135069848,Munakata Shrine
Q85883274,Munakata Shrine (Hirosaki)
Q17217272,"Munakata Shrine (Kita-ku, Okayama)"
Q11451877,Munakata Shrine (Kyoto)
Q85883271,Munakata Shrine (Oyama)
Q11451878,Munakata Shrine (Sakurai)
Q18339542,Munakata Shrine (Shiroi)
Q135069848,Munakata Shrine (Utsunomiya)
Q11451877,Munakata Shrine (Imperial Palace)
Q11451876,Munakata Shrines
Q704962,Munakata Taisha
Q135041198,Munakatano Shrine
Q135039975,Munakatano Shrine (Q135039975)
Q135040760,Munakatano Shrine (Q135040760)
Q135098958,Munakatano Shrine (Q135098958)
Q30935930,Murahi Shrine
Q135039971,Murahino Shrine
Q96711987,Murai Kodō
Q48748983,Muraita Kofun
Q2735611,Muraji
Q134926811,Murakami Shrine (Kakamigahara)
Q11523054,Murakuni Clan
Q135193940,Murakuni Shrine Otabisho
Q135039904,Murakunino Shrine
Q135195316,Muraoka Shrine
Q135040603,Murawokano Shrine
Q22127716,Murayama Denbee
Q11523074,Muraya-ni-masu-Mifutsuhime Shrine
Q135098841,Murayano Shrine
Q135041269,Murayano Shrine (Q135041269)
Q11570305,Mure Shrine
Q135039302,Mureno Shrine
Q24870922,Murky Hot Springs
Q11452994,Muro Miyayama Kofun
Q135038988,Murofunoriuketsuno Shrine
Q135039473,Muroharano Shrine
Q135041374,Murohimeno Shrine
Q135038800,Murokino Shrine
Q135041447,Murotsuno Shrine
Q11570258,Musa Ōtsuka Kofun
Q113958640,Musashi Dairokuten Shrine
Q11546361,Musashi Fuchū Kumano Jinja Kofun
Q11504612,Musashi no Kuni no Miyatsuko
Q6587276,Musashi-Mitake Shrine
Q11546455,Musashiseki Park
Q11279555,Musubi
Q11581079,Musubi Shrine
Q11658605,Mutsu Sōsha-no-miya
Q135039522,Mutsushino Shrine
Q11446985,Myofukuji Temple (Choshi City)
Q85880838,Myoju-in
Q54152986,Myokakuji Temple (Edogawa Ward)
Q22120567,Myoken Hikoyama Kofun Group
Q11447022,"Myokenji Temple (Hikimacho, Takasaki City)"
Q135069230,Myoujin Shrine
Q135070165,Myouken Shrine
Q11433656,Myth of Ōkuninushi
Q11512424,Myōhō Hakase
Q135177170,Myōjin Hokora
Q9610964,Myōjin Taisha
Q11447030,Myōken Island
Q16767999,Myōken Shrine
Q11447017,Myōken-shū
Q48763217,Myōkensan Kofun
Q48763219,Myōkenyama Kofun
Q11447024,Myōkenzan (Osaka and Hyōgo)
Q376288,Myōshin-ji
Q11547699,Mōri Shigenari
Q11392326,Mūyama
Q11605364,Na Jia
Q135039000,Nabekurano Shrine
Q104889430,Nabeta Yokoanabos
Q1365882,Nachi Falls
Q11653084,Nagae-Sakurayama Kofun Cluster
Q11653283,Nagahama Hachimangu
Q131227349,Nagahama Shrine (disambiguation)
Q11653315,Nagahama Shrine (Izumo)
Q135070130,Nagahama Shrine (Q135070130)
Q28682890,Nagahama Shrine (Ōita)
Q11651554,Nagahara Kofun Cluster
Q85884222,Nagahatabe Shrine
Q17227113,Nagahatabe Shrine (Hitachiota)
Q59282584,Nagakura Shrine (Nishigō-mura)
Q11653648,Nagakusa Tenjin Shrine
Q11653013,Nagamochi
Q11653015,Nagamochiyama Kofun
Q11654831,Nagano Gokoku Shrine
Q135190262,Nagano Shrine
Q6958481,Nagao Shrine
Q11652134,Nagaoka Hundred Caves
Q135194547,Nagaoka Shrine
Q135069626,Nagaoka Shrine (Q135069626)
Q11652030,Nagaoka Tenmangū
Q1052803,Nagaoka-kyō
Q3335060,Nagara Tenjin Shrine
Q17226522,Nagara Yokoanabo Cluster
Q210684,Nagare-zukuri
Q11652880,Nagasaki Gokoku Shrine
Q136730796,Nagasaki Tōshō-gū
Q135070004,Nagase Shrine
Q135195126,"Nagase Shrine (Kamijo, Kamo)"
Q135195125,"Nagase Shrine (Miyayori, Kamo)"
Q135069240,Nagase Shrine (Q135069240)
Q135069241,Nagase Shrine (Q135069241)
Q11653519,Nagashirahano no Kami
Q661395,Nagata Shrine
Q135069149,Nagata Shrine (Q135069149)
Q4922278,Nagatsuhiko
Q11651651,Nagatsuka Kofun
Q11549996,Nagayama Kofun
Q11653343,Nagayu Onsen
Q28693019,Nagayuke Shrine
Q11622229,Nagi Kama
Q11538723,Nagi Shrine (Kyoto)
Q22119793,Nagibayashi Shrine
Q135192867,Nago Shrine
Q135192866,Nago Shrine (Mikojima)
Q135194924,Nagoshi Shrine
Q648629,Nagoya Castle
Q134926921,Nagoya Shrine
Q11444944,Nagu Shrine
Q135195291,Nagu Shrine (Q135195291)
Q11415550,Nagura Uganju
Q17229499,Nagusa Shrine
Q135039430,Nahashirono Shrine
Q135040188,Nahonono Shrine
Q114348108,Naikan
Q11394590,Naiki
Q11393857,Naishi (court lady)
Q11642761,Naka Hachiman Kofun
Q135186182,Naka Shrine
Q135186183,Naka Shrine (Q135186183)
Q135193009,Naka Shrine (Q135193009)
Q11364339,Nakadake Onsen
Q28688675,Nakadori Kofun Group
Q17229473,Nakafutago Kofun
Q28683739,Nakagō Kofun Cluster
Q135039739,Nakahikahano Shrine
Q21866371,Nakajima Shrine (Muroran)
Q135039429,Nakakurano Shrine
Q135193390,Nakamakita Mukuge Shrine
Q135040924,Nakamino Shrine
Q135069757,Nakamiya Shrine
Q20041882,Nakamura Shōhachi
Q135039140,Nakamurano Shrine
Q135039940,Nakamurano Shrine (Q135039940)
Q135039275,Nakano Shrine
Q135039147,Nakanono Shrine
Q135039598,Nakanono Shrine (Q135039598)
Q11362767,Nakanoyama Kofun
Q124482334,Nakao Shrine (Saitama)
Q104093006,Nakaoda Kofun Cluster
Q135039677,Nakaohotoshino Shrine
Q11363940,Nakaoyama Kofun
Q135098886,Nakarano Shrine
Q135039292,Nakaretano Shrine
Q135098926,Nakaretanouheno Shrine
Q135070003,Nakase Shrine
Q10871756,Nakasendai Rebellion
Q135040463,Nakaseno Shrine
Q135039370,Nakaseno Shrine (Q135039370)
Q18337575,Nakata Yokoanabos
Q135041188,Nakatano Shrine
Q135039895,Nakatano Shrine (Q135039895)
Q1198447,Nakatomi clan
Q17226544,Nakatomi Itate Shrine
Q55536814,Nakatomi no Ikatsu
Q135041153,Nakatomiitateno Shrine
Q135039452,Nakatomino Shrine
Q135039198,Nakatomisumuchino Shrine
Q135040745,Nakatomitakatakeno Shrine
Q135098955,Nakatono Shrine
Q125481312,Nakatsu Daijingū
Q11366503,Nakatsu Gion Festival
Q11366504,Nakatsu Shrine
Q135039629,Nakatsu Shrine (Q135039629)
Q135041504,Nakatsu Shrine (Q135041504)
Q135070361,Nakatsu Shrine (Q135070361)
Q11378496,Nakatsuhime
Q18337577,Nakatsuka Kofun
Q11378467,Nakatsuyama Kofun
Q135070299,Nakauchi Shrine
Q17226537,Nakawada Yokoanabo Cluster
Q135040148,Nakawokano Shrine
Q135040340,Nakawokano Shrine (Q135040340)
Q135194938,Nakawokano Shrine (Q135194938)
Q135194940,Nakawokano Shrine (Q135194940)
Q135194941,Nakawokano Shrine (Q135194941)
Q135039709,Nakawono Shrine
Q11364273,Nakayama Chausuyama Kofun
Q11364246,Nakayama Shrine
Q135070006,Nakayama Shrine (Echigo Province)
Q135195128,Nakayama Shrine (Gosen)
Q135070005,Nakayama Shrine (Q135070005)
Q135195129,Nakayama Shrine (Sanjo)
Q11364125,Nakayama Ōtsuka Kofun
Q3335345,Nakayama-dera
Q135040464,Nakayamano Shrine
Q135039907,Nakayamano Shrine (Q135039907)
Q135270218,Nakayamano Shrine (Q135270218)
Q11364274,Nakayamasōen Kofun
Q103982915,Nakazenji Kofun Group
Q113624318,"Nakazuka Kofun (Kiryū, Gunma)"
Q135039647,Nakichi- Shrine
Q135040579,Nakino Shrine
Q135041141,Nakirahimeno- Shrine
Q135039752,Nakoshinoyamano Shrine
Q135069577,Nakoshiyama Shrine
Q135069580,Nakoshiyama Shrine (Awa Province)
Q135040582,Nakuno Shrine
Q135098950,Nakushirino Shrine
Q135186646,Nakushirino Shrine Site
Q257275,Namazu
Q11408485,Nambu Fire Festival
Q11408560,Nambu Tōji
Q11642725,Namesa Shrine
Q55523153,Namikayama Kofun
Q11353699,Nanakoshiyama Kofun
Q135069448,Nanako‑no‑Miya Shrine
Q11353690,Nanakunoyama Kofun
Q135039278,Nanamino Shrine
Q135069349,Nanao Shrine
Q134930511,Nanao Soja Shrine
Q135069385,Nanatoko Shrine
Q11353353,Nanatsumori Kofun Cluster
Q135069409,Nanatsumori Shrine
Q11659562,Nanba Shrine
Q11659527,Nanba Yasaka Shrine
Q22119792,Nangi Shrine
Q704967,Nangū Taisha
Q11659550,Naniwazu
Q135192867,Nanko Shrine
Q135192866,Nanko Shrine (Mikojima)
Q122663390,Nanshoku
Q1089767,Nanzen-ji
Q135195050,Naoe Hachiman Shrine
Q11453535,Naokazu Miyaji
Q11581721,Naorai
Q230668,Nara
Q11445249,Nara Gokoku Shrine
Q18337635,Narabigaoka
Q123120845,Narabigaoka 1 Kofun
Q17227047,Narahara Shrine
Q135039264,Naraharano Shrine
Q135069922,Naramoto Shrine
Q135069924,Naramoto Shrine (Ishikawa district)
Q135069923,Naramoto Shrine (Kaga Province)
Q135194805,"Naramoto Shrine (Kamikashiwanocho, Hakusan City)"
Q135194803,"Naramoto Shrine (Miyamaru‑machi, Hakusan City)"
Q135194804,"Naramoto Shrine (Shimokashiwanocho, Hakusan City)"
Q135040283,Naramotono Shrine
Q135039745,Narano Shrine
Q135039622,Narano Shrine (Q135039622)
Q22119811,Narao Hachiman Shrine
Q11445443,Naratsuhiko Shrine
Q135038836,Naratsuhiko Shrine (Q135038836)
Q135270108,Naratsuhiko Shrine (Q135270108)
Q11495708,Narita Gion Festival
Q11495646,Narita-san Temple
Q135098815,Naruikatsuchino Shrine
Q135194314,Narukami Kamo Myojin Shrine (in Tsuru‑ga‑mine Hachiman Shrine precinct)
Q135021843,Narukamino Shrine
Q11675363,Narumi Hachimangū
Q135039506,Narumi- Shrine
Q17209196,Naru Shrine
Q11538748,Nashinoki Shrine
Q108616765,Nashitomi
Q11642934,Nasu clan
Q18337611,Nasu Hachimanzuka Kofun
Q135199025,Nasu Kamino Kaneko Shrine
Q135199045,Nasu Kamino Kaneko Shrine (Q135199045)
Q11642909,Nasu no Kuni no Miyatsuko
Q18337610,Nasu Ogawa Kofun Cluster
Q111076400,Nasu Onsen Shrine
Q135041533,Nasukaminokanenomikono Shrine
Q11421255,National Astronomical Observatory of Japan
Q6426904,National History Encyclopedia
Q17228488,National History Movement
Q6573893,National Important Intangible Folk Cultural Property
Q11644858,National Important Tangible Folk Cultural Property
Q11389414,National Tree-Planting Festival
Q135098906,Natsukino Shrine
Q135040306,Natsumihimeno Shrine
Q30925230,Natsuyama Fire Festival
Q11429969,Natsuyama Hachiman Shrine
Q11612878,Natural cycles
Q245834,Nawa Shrine
Q11608102,Nawakuri Shrine
Q11565005,Nebuta Nagashi
Q1552446,Negoro-ji
Q1974477,Nehebkau Festival
Q1473666,Neith Festival (Esna)
Q11572001,Nekodaki Onsen
Q17214467,Nekozuka Kofun
Q135186398,Nekura Shrine Site
Q11646492,Nemuro Kotohira Shrine
Q65268013,Nenbutsu-ji (Sakai)
Q11491440,Nenbutsuji Temple (Nara City)
Q22119913,Nenbutsuji-yama Kofun
Q11124807,Nene Goryōnin
Q97189034,Nerima Ōtori Shrine
Q11594497,Netsu Motonao
Q543901,Netsuke
Q11502371,New Life Movement (Japan)
Q1980738,New Year's Festival (Ancient Egypt)
Q3558152,Isaac Newton's occult studies
Q11536449,Nezu Gongen
Q335612,Nezu Shrine
Q11505301,Nichien
Q135194882,Nichimen Shrine
Q11505341,Nichishō Hachiman Shrine
Q11510722,Nichu Shrine
Q135038979,Nifuno Shrine
Q135039863,Nifuno Shrine (Q135039863)
Q135040066,Nifuno Shrine (Q135040066)
Q135040085,Nifuno Shrine (Q135040085)
Q135040090,Nifuno Shrine (Q135040090)
Q135040103,Nifuno Shrine (Q135040103)
Q135040703,Nifuno Shrine (Q135040703)
Q135039319,Nifunonakano Shrine
Q10949054,Nigihayahi
Q127642501,Nigore Kofun
Q135041112,Nihehimeno Shrine
Q135270435,Nihehimeno Shrine (Q135270435)
Q135070141,Niheihimegami Shrine
Q135070142,Niheihimegami Shrine (Q135070142)
Q135041111,Nihikusohimeno- Shrine
Q135041242,Nihitsuhimeno Shrine
Q135041165,Nihitsukino Shrine
Q135040522,Nihiwino Shrine
Q135039208,Nihiyano- Shrine
Q11508454,Nihon Law School
Q1052905,Nihon Montoku Tennō Jitsuroku
Q1606838,Nihon Ryōiki
Q1052981,Nihon Sandai Jitsuroku
Q813935,Nihon Shoki
Q2700039,Nihon Ōdai Ichiran
Q106852387,Nihonbashi Hie Shrine
Q135069200,Niigaki Shrine
Q11503581,Niigata Gokoku Shrine
Q11501518,Niiname-no-Matsuri
Q11501968,Niiya ni Masu Amateru Mitama Shrine
Q135206803,Niiya Nimasu Amateru-mitama Shrine
Q24875740,Niiyama Shrine
Q11502665,Niizawa Senzuka Kofun Cluster
Q135041520,Nijino Shrine
Q135186414,Nijugohashira Shrine
Q135186165,Nijugohashira Shrine Co-Enshrinement
Q135186206,Nijugohashira Shrine Co-Enshrinement (Q135186206)
Q135186224,Nijugohashira Shrine Co-Enshrinement (Q135186224)
Q135186305,Nijugohashira Shrine Co-Enshrinement (Q135186305)
Q134928742,Nijūgohashira Shrine
Q123115141,Nikaido Shrine
Q17210019,Nikiyama Kofun
Q11504819,Nikken
Q11504904,Nikkoin
Q135194292,Nikkō Futaarasan Shrine Chūgūshi branch Shrine
Q11504887,Nikkō Yumoto Onsen
Q114533778,Niman Ōtsuka Kofun
Q135040778,Nimasukarakuniitateno Shrine
Q135270430,Nimasukarakuniitateno Shrine (Q135270430)
Q11370382,Nine Stars
Q3200280,Ninety-Nine Ōji Shrines
Q1056017,Ninigi-no-Mikoto
Q17220826,Ninomiya Akagi Shrine
Q135070213,Ninomiya Shrine
Q135039591,Ninomiya Shrine (Q135039591)
Q135193252,Ninomiya Shrine (Q135193252)
Q135193512,Ninomiya Shrine (Q135193512)
Q135195283,Ninomiya Shrine (Q135195283)
Q135192783,Ninomiya Shrine (Tsubota)
Q11370423,Ninth Purple Fire Star
Q135070007,Nioukogami Shrine
Q97311572,Nippon Steel Yawata Works
Q42927,Nirvana
Q135040927,Nisano Shrine
Q135040928,Nisanokashinowino Shrine
Q1146038,Nishi Hongan-ji
Q11627539,Nishi Ōkute Kofun
Q11629296,Nishida Osamu
Q11629514,Nishidani Kofun cluster
Q135186742,Nishihaji Shrine
Q11627531,Nishihayama Kofun
Q11628024,Nishijima Sadao
Q135198156,Nishikamo Shrine
Q135070352,Nishikanta Shrine
Q11650558,Nishikori Shrine
Q11627697,Nishikoyama Kofun
Q105089829,Nishikuma Kofun
Q11628958,Nishimotomezuka Kofun
Q11376452,Nishina clan
Q3342145,Nishina Shinmei Shrine
Q135040474,Nishinamino Shrine
Q134696315,Nishinasuno Onsen
Q135070008,Nishinaya Shrine
Q30937067,Nishine Shrine
Q135041162,Nishino Shrine
Q135041162,Nishino Shrine (Q135041162)
Q65281822,Nishinomiya Kofun
Q705297,Nishinomiya Shrine
Q81256722,Nishinorikura Kofun
Q135186254,Nishitojoda Shrine
Q135040692,Nishitono Shrine
Q11628944,Nishitonozuka Kofun
Q11629502,Nishitsunoi Masayoshi
Q11627818,Nishiyama Kofun
Q11627823,Nishiyamazuka Kofun
Q18337677,Nishizuka Kofun
Q11371572,Nisho Yamada Shrine
Q135040161,Nitsuno Shrine
Q11503769,Nitta Manor Ruins
Q11503755,Nitta Shrine
Q48758872,Nitta Shrine (Kawasaki City)
Q11503757,Nitta Shrine (Satsumasendai City)
Q22119884,Nitta Shrine (Ōta)
Q1328796,Nitta Yoshisada
Q135038972,Niukawakami Shrine
Q10877367,Niukawakami Lower Shrine
Q705154,Niutsuhime Shrine
Q135027310,Niwabi no kami Shrine
Q11645238,No Kofun Cluster
Q11612066,Nobono Shrine
Q135186645,Nobono Shrine Co-Enshrinement
Q11612067,Nobono Ōtsuka Kofun
Q135070090,Nodai Shrine
Q135039564,Nogami Shrine
Q11645747,Noge Ōtsuka Kofun
Q468122,Nogi Maresuke
Q3342690,Nogi Shrine (Tokyo)
Q11645194,Noguchi-ōsaka Kofun
Q135039401,Noharano Shrine
Q109597323,Nojikubo Kofun
Q135040298,Noka Shrine
Q135069930,Noka Shrine (Kaga Province)
Q135069928,Noka Shrine (Q135069928)
Q135069671,Nokita Shrine
Q135039854,Nokitano Shrine
Q135070179,Nokuwa Shrine
Q135194812,"Noma Shrine (Kosaka Town, Kanazawa City)"
Q135194810,"Noma Shrine (Tamahokocho, Kanazawa City)"
Q135193392,Nomaki Mukuge Shrine
Q135039228,Nomano Shrine
Q135040289,Nomano Shrine (Q135040289)
Q135041221,Nomatano Shrine
Q135197934,Nomatano Shrine Co-EnShrinement
Q105562368,Nomi Kofun Cluster
Q965742,Nomi no Sukune
Q11646121,Nomi no Sukune Shrine
Q135190182,Nomi Shrine
Q135190182,Nomi Shrine (Q135190182)
Q135190183,Nomi Shrine (Q135190183)
Q11646127,Nomii Shrine (Takatsuki)
Q135039563,Nomino Shrine
Q135039467,Nomino Shrine (Q135039467)
Q135098105,Nomino Shrine (Q135098105)
Q135289475,Nomino Shrine (Q135289475)
Q135194822,Nomizuchi Shrine
Q11645503,Nomoto Sankichi
Q135192983,Nomoto Shrine
Q11325809,Non-sect radical
Q2174956,Non-working days
Q11644988,Nonaka Ariyama Kofun
Q11645001,Nonaka Kofun
Q11645006,Nonaka Miyama Kofun
Q18338784,Noriba Kofun
Q135040697,Norihano Shrine
Q2740324,Noriko Senge
Q1760119,Norito
Q135198758,Norito Shrine
Q135199422,Norito Shrine (Q135199422)
Q135040762,Noritono Shrine
Q135041528,Noritono Shrine (Q135041528)
Q11481122,Normal School Ordinance
Q11325791,Noro (priestess)
Q135040946,Noroshino Shrine
Q135194519,Nosaka Shrine (merged with Oda Shrine)
Q135040110,Nosakano Shrine
Q11611938,Nose Highway
Q11611929,Nose Myōkenzan
Q52083736,Nose Yoritugu
Q135039446,Noshirino Shrine
Q135040774,Noshirono Shrine
Q135270428,Noshirono Shrine (Q135270428)
Q11515065,Noso Hachimangu
Q11612004,Noto Kiriko Festivals
Q135040313,Notohime Shrine
Q11612025,Notojima
Q135040096,Notono Shrine
Q135040297,Notsuchino Shrine
Q11611996,Nō Hakusan Shrine
Q11612076,Nōgō Hakusan Shrine
Q905859,November (Lunisolar)
Q840273,November 1 (Lunisolar)
Q840209,November 10 (Lunisolar)
Q840338,November 11 (Lunisolar)
Q840309,November 12 (Lunisolar)
Q840090,November 13 (Lunisolar)
Q840020,November 14 (Lunisolar)
Q840417,November 15 (Lunisolar)
Q840329,November 16 (Lunisolar)
Q840334,November 17 (Lunisolar)
Q840471,November 18 (Lunisolar)
Q840504,November 19 (Lunisolar)
Q840081,November 2 (Lunisolar)
Q840455,November 20 (Lunisolar)
Q841085,November 21 (Lunisolar)
Q840493,November 22 (Lunisolar)
Q840512,November 23 (Lunisolar)
Q841053,November 24 (Lunisolar)
Q841028,November 25 (Lunisolar)
Q840854,November 26 (Lunisolar)
Q841078,November 27 (Lunisolar)
Q841105,November 28 (Lunisolar)
Q840521,November 29 (Lunisolar)
Q840011,November 3 (Lunisolar)
Q841089,November 30 (Lunisolar)
Q840046,November 4 (Lunisolar)
Q840230,November 5 (Lunisolar)
Q840283,November 6 (Lunisolar)
Q840377,November 7 (Lunisolar)
Q840260,November 8 (Lunisolar)
Q840318,November 9 (Lunisolar)
Q135041115,Nowino Shrine
Q11645764,Nozawa Onsen
Q55525131,Nozu Kofun Cluster
Q135040278,Nukahikashino Shrine
Q135040279,Nukanishino Shrine
Q55532736,Nukata clan
Q135186796,Nukata Shrine
Q135186797,Nukata Shrine (Q135186797)
Q135039450,Nukatano Shrine
Q10863796,Nukisaki Shrine
Q135195029,Nunagawa Shrine
Q135195027,Nunagawa Shrine (Ama-no Shrine precinct)
Q135040414,Nunakahano Shrine
Q135069982,Nunakawa Shrine
Q135069983,Nunakawa Shrine (Echigo Province)
Q11142832,Nunakawahime
Q135195203,Nunaki Shrine
Q11561867,Nunaki-iri-hime
Q11554446,Nunakuma Shrine
Q11561868,Nunasokonakatsu-hime
Q135328864,Nunobutomi-Torinarumi-no-Kami
Q135195314,Nunomori Shrine
Q135069767,Nunosei Shrine
Q135069768,Nunosei Shrine (Shinano Province)
Q135070138,Nunosu Shrine
Q135070139,Nunosu Shrine (Izumo Province)
Q135098896,Nunotahimeno- Shrine
Q135070088,Nunowareya Shrine
Q135040523,Nunukino Shrine
Q11565409,Nuribe Shrine
Q135039770,Nushiishino Shrine
Q135098871,Nutehikono Shrine
Q135098873,Nutehimeno Shrine
Q123115002,Nyakuichi Shrine
Q11616186,Nyakuichi Ōji
Q11616187,Nyakuichi Ōji Shrine
Q107410083,Nyakuichi Ōji Shrine (So City)
Q17229664,Nyotaizan Kofun
Q135193716,Nyu Shrine (Shimonyu)
Q134927823,Nyūkawa Shrine
Q11503701,Nyutabaru
Q22119904,Nyūtabaru Kofun Cluster
Q271990,Nāga
Q2402717,Nōhi Gokoku Shrine
Q135070334,O Shrine
Q135040958,Oanamochi Miko Tamae Shrine Shrine
Q135041067,Oanamochi Shrine
Q11437230,Oarai Isosaki Shrine
Q135194565,Oarai Isozaki Shrine
Q723417,Ōasahiko Shrine
Q30925653,Taimasan Shrine
Q135193476,Oaza Kanda Shrine
Q85879644,Obaka Kofun
Q11460703,Obata Chausuyama Kofun
Q11460707,Obata Nagatsuka Kofun
Q17225978,Obata Shrine
Q135040495,Obata Shrine (Q135040495)
Q135069624,Obata Shrine (Q135069624)
Q11481193,Obihiro Shrine
Q11152609,Obscene sacrifice
Q18234908,Obscene temple
Q135195116,Obuse Shrine
Q66105394,Obusuma Shrine
Q11636555,Ochi clan
Q11636594,Ochi Daigongen
Q135194245,Ochi Shrine (Nakano City)
Q135194244,Ochi Shrine (Suzaka City)
Q135038768,Ochikaha-no-Mikami-no Shrine
Q11391751,Octagonal Kofun
