qid,en_label,ja_label,source_lang,source_label,target_lang,prefix,cleaned_input,tokiponized,toki_pona_label,has_tok_label,existing_tok_labels
Q135260004,Nishinomiya Shrine,西宮神社,id,Kuil Nishinomiya,tok,Kuil,nishinomiya,Nisinomija,tomo sewi Nisinomija,False,
Q135259988,Nishinomiya Shrine,西宮神社,id,Kuil Nishinomiya,tok,Kuil,nishinomiya,Nisinomija,tomo sewi Nisinomija,False,
Q135425132,Nishinomiya Shrine,西宮神社,id,Kuil Nishinomiya,tok,Kuil,nishinomiya,Nisinomija,tomo sewi Nisinomija,False,
Q134957165,Nishio Shrine,西尾神社,id,Kuil Nishio,tok,Kuil,nishio,Nisijo,tomo sewi Nisijo,False,
Q106852482,Nishioe Hachiman Shrine,西麻植八幡神社,id,Kuil Nishioe Hachiman,tok,Kuil,nishioehachiman,Nisijowepasiman,tomo sewi Nisijowepasiman,False,
Q135426048,Nishioka Shrine,西丘神社,id,Kuil Nishioka,tok,Kuil,nishioka,Nisijoka,tomo sewi Nisijoka,False,
Q11627935,Nishioka-hachimangū,西岡八幡宮,id,Kuil Nishioka-hachimangū,tok,Kuil,nishiokahachimangū,Nisijokapasimanku,tomo sewi Nisijokapasimanku,False,
Q11627963,Nishioka-jingū,西岡神宮,id,Kuil Nishioka-jingū,tok,Kuil,nishiokajingū,Nisijokasinku,tomo sewi Nisijokasinku,False,
Q134957257,Nishishinmei Shrine,西神明神社,id,Kuil Nishishinmei,tok,Kuil,nishishinmei,Nisisinme,tomo sewi Nisisinme,False,
Q11627469,Nishisono Shrine,西園神社,id,Kuil Nishisono,tok,Kuil,nishisono,Nisisono,tomo sewi Nisisono,False,
Q11630006,Nishitakaido Shōan Inari Shrine,西高井戸松庵稲荷神社,id,Kuil Nishitakaido Shōan Inari,tok,Kuil,nishitakaidoshōaninari,Nisitakatosijowaninali,tomo sewi Nisitakatosijowaninali,False,
Q11629158,Nishiteru Shrine,西照神社,id,Kuil Nishiteru,tok,Kuil,nishiteru,Nisitelu,tomo sewi Nisitelu,False,
Q135186254,Nishitojoda Shrine,西外城田神社（合祀）,id,Kuil Nishitojoda,tok,Kuil,nishitojoda,Nisitosijota,tomo sewi Nisitosijota,False,
Q135040692,Nishitono Shrine,西刀神社,id,Kuil Nishitono,tok,Kuil,nishitono,Nisitono,tomo sewi Nisitono,False,
Q21019294,Nishiwaseda Tenso Shrine,西早稲田天祖神社,id,Kuil Nishiwaseda Tenso,tok,Kuil,nishiwasedatenso,Nisiwasetatenso,tomo sewi Nisiwasetatenso,False,
Q134956432,Nishiyama Shrine,西山神社,id,Kuil Nishiyama,tok,Kuil,nishiyama,Nisijama,tomo sewi Nisijama,False,
Q11627842,Nishiyama Atago Shrine,西山愛宕神社,id,Kuil Nishiyama Atago,tok,Kuil,nishiyamaatago,Nisijamatako,tomo sewi Nisijamatako,False,
Q134886834,Nishiōsawa Shrine,西大沢神社,id,Kuil Nishiōsawa,tok,Kuil,nishiōsawa,Nisijosawa,tomo sewi Nisijosawa,False,
Q135154463,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135155667,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135155625,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135155714,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135154519,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135154793,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135153629,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135153858,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135153861,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135155023,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135155026,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135153898,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135155094,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135154157,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135155331,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135155377,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q135155418,Nisho Shrine,二所神社,id,Kuil Nisho,tok,Kuil,nisho,Nisijo,tomo sewi Nisijo,False,
Q11371572,Nisho Yamada Shrine,二所山田神社,id,Kuil Nisho yamada,tok,Kuil,nishoyamada,Nisijojamata,tomo sewi Nisijojamata,False,
Q134149661,Nishu-asakusa Hachiman Shrine,西浅草八幡神社,id,Kuil Nishu-asakusa Hachiman,tok,Kuil,nishuasakusahachiman,Nisijuwasakusapasiman,tomo sewi Nisijuwasakusapasiman,False,
Q124482328,Nisshin Shrine,日進神社,id,Kuil Nisshin,tok,Kuil,nisshin,Nisin,tomo sewi Nisin,False,
Q11381578,Nitadori-hachimangū,似鳥八幡宮,id,Kuil Nitadori-hachimangū,tok,Kuil,nitadorihachimangū,Nitatolipasimanku,tomo sewi Nitatolipasimanku,False,
Q135040161,Nitsuno Shrine,船津神社,id,Kuil Nitsuno,tok,Kuil,nitsuno,Nituno,tomo sewi Nituno,False,
Q11503757,Nitta Shrine,新田神社,id,Kuil Nitta,tok,Kuil,nitta,Nita,tomo sewi Nita,False,
Q48758859,Nitta Shrine,新田神社,id,Kuil Nitta,tok,Kuil,nitta,Nita,tomo sewi Nita,False,
Q134989465,Nitta Shrine,新田神社,id,Kuil Nitta,tok,Kuil,nitta,Nita,tomo sewi Nita,False,
Q135433799,Nitta Shrine,新田神社,id,Kuil Nitta,tok,Kuil,nitta,Nita,tomo sewi Nita,False,
Q48758872,Nitta Shrine (Kawasaki City),新田神社,id,Kuil Nitta (Kawasaki),tok,Kuil,nitta,Nita,tomo sewi Nita,False,
Q22119884,Nitta Shrine (Ōta City),新田神社,id,Kuil Nitta (Ōta),tok,Kuil,nitta,Nita,tomo sewi Nita,False,
Q132125504,Nitta Inari Shrine,新田稲荷神社,id,Kuil Nitta Inari,tok,Kuil,nittainari,Nitanali,tomo sewi Nitanali,False,
Q135154420,Nitten Shrine,日天神社,id,Kuil Nitten,tok,Kuil,nitten,Niten,tomo sewi Niten,False,
Q17229562,Niu Shrine,丹生神社,id,Kuil Niu,tok,Kuil,niu,Niju,tomo sewi Niju,False,
Q86743604,Niu Shrine,丹生神社,id,Kuil Niu,tok,Kuil,niu,Niju,tomo sewi Niju,False,
Q97164395,Niu Shrine,丹生神社,id,Kuil Niu,tok,Kuil,niu,Niju,tomo sewi Niju,False,
Q3342246,Niukanshōfu Shrine,丹生官省符神社,id,Kuil Niukanshōfu,tok,Kuil,niukanshōfu,Nijukansijopu,tomo sewi Nijukansijopu,False,
Q246370,Niukawakami Shrine,丹生川上神社,id,Kuil Niukawakami,tok,Kuil,niukawakami,Nijukawakami,tomo sewi Nijukawakami,False,
Q135038972,Niukawakami Shrine,丹生川上神社,id,Kuil Niukawakami,tok,Kuil,niukawakami,Nijukawakami,tomo sewi Nijukawakami,False,
Q10877366,Niukawakami Shrine Kamisha,丹生川上神社上社,id,Kuil Niukawakami Kamisha,tok,Kuil,niukawakamikamisha,Nijukawakamikamisija,tomo sewi Nijukawakamikamisija,False,
Q10877367,Niukawakami Shrine Shimosha,丹生川上神社下社,id,Kuil Niukawakami Shimosha,tok,Kuil,niukawakamishimosha,Nijukawakamisimosija,tomo sewi Nijukawakamisimosija,False,
Q79590006,Niusakadono Shrine,丹生酒殿神社,id,Kuil Niusakadono,tok,Kuil,niusakadono,Nijusakatono,tomo sewi Nijusakatono,False,
Q705154,Niutsuhime Shrine,丹生都比売神社,id,Kuil Niutsuhime,tok,Kuil,niutsuhime,Nijutupime,tomo sewi Nijutupime,False,
Q11569496,Niwa Shrine,爾波神社,id,Kuil Niwa,tok,Kuil,niwa,Niwa,tomo sewi Niwa,False,
Q134988758,Niwabi Shrine,庭日神社,id,Kuil Niwabi,tok,Kuil,niwabi,Niwapi,tomo sewi Niwapi,False,
Q135027310,Niwabi no kami Shrine,庭火神,id,Kuil Niwabi no kami,tok,Kuil,niwabinokami,Niwapinokami,tomo sewi Niwapinokami,False,
Q87433102,Niwata Shrine,庭田神社,id,Kuil Niwata,tok,Kuil,niwata,Niwata,tomo sewi Niwata,False,
Q55618890,Nobeno Shrine (Hisai Hachimangu),野邊野神社,id,Kuil Nobeno (Hisai Hachimangu),tok,Kuil,nobeno,Nopeno,tomo sewi Nopeno,False,
Q11612066,Nobono Shrine,能褒野神社,id,Kuil Nobono,tok,Kuil,nobono,Nopono,tomo sewi Nopono,False,
Q135260802,Nobushima Shrine,延島神社,id,Kuil Nobushima,tok,Kuil,nobushima,Nopusima,tomo sewi Nopusima,False,
Q11633774,Noda Shrine,豊榮神社・野田神社,id,Kuil Noda,tok,Kuil,noda,Nota,tomo sewi Nota,False,
Q135259031,Noda Shrine,野田神社,id,Kuil Noda,tok,Kuil,noda,Nota,tomo sewi Nota,False,
Q11645989,Noda-Ebisu Shrine,野田恵美須神社,id,Kuil Noda-Ebisu,tok,Kuil,nodaebisu,Notawepisu,tomo sewi Notawepisu,False,
Q48758612,Noda-hachimangū,野田八幡宮,id,Kuil Noda-hachimangū,tok,Kuil,nodahachimangū,Notapasimanku,tomo sewi Notapasimanku,False,
Q135070090,Nodai Shrine,野代神社,id,Kuil Nodai,tok,Kuil,nodai,Nota,tomo sewi Nota,False,
Q134989375,Nodamori Shrine,野田森神社,id,Kuil Nodamori,tok,Kuil,nodamori,Notamoli,tomo sewi Notamoli,False,
Q85884071,Noe Suijin Shrine,野江水神社,id,Kuil Noe Suijin,tok,Kuil,noesuijin,Nowesuwisin,tomo sewi Nowesuwisin,False,
Q135039564,Nogami Shrine,野神社,id,Kuil Nogami,tok,Kuil,nogami,Nokami,tomo sewi Nokami,False,
Q11646131,Nogaten Shrine,野賀天神社 (掛川市),id,Kuil Nogaten,tok,Kuil,nogaten,Nokaten,tomo sewi Nokaten,False,
Q11645497,Nogi Shrine,野木神社,id,Kuil Nogi,tok,Kuil,nogi,Noki,tomo sewi Noki,False,
Q135155925,Nogi Shrine,野木神社,id,Kuil Nogi,tok,Kuil,nogi,Noki,tomo sewi Noki,False,
Q11368810,Nogita Shrine,乃伎多神社,id,Kuil Nogita,tok,Kuil,nogita,Nokita,tomo sewi Nokita,False,
Q135039401,Noharano Shrine,能原神社,id,Kuil Noharano,tok,Kuil,noharano,Nopalano,tomo sewi Nopalano,False,
Q135040298,Noka Shrine,野蚊神社,id,Kuil Noka,tok,Kuil,noka,Noka,tomo sewi Noka,False,
Q135069928,Noka Shrine,野蚊神社,id,Kuil Noka,tok,Kuil,noka,Noka,tomo sewi Noka,False,
Q135069930,Noka Shrine (Kaga Province),野蚊神社,id,Kuil Noka (Kaga),tok,Kuil,noka,Noka,tomo sewi Noka,False,
Q11644955,Nokami Hachimangū,野上八幡宮,id,Kuil Nokami Hachimangū,tok,Kuil,nokamihachimangū,Nokamipasimanku,tomo sewi Nokamipasimanku,False,
Q11612065,Noki Shrine,能義神社,id,Kuil Noki,tok,Kuil,noki,Noki,tomo sewi Noki,False,
Q135069671,Nokita Shrine,乃伎多神社,id,Kuil Nokita,tok,Kuil,nokita,Nokita,tomo sewi Nokita,False,
Q135039854,Nokitano Shrine,乃伎多神社,id,Kuil Nokitano,tok,Kuil,nokitano,Nokitano,tomo sewi Nokitano,False,
Q135070179,Nokuwa Shrine,野桑神社,id,Kuil Nokuwa,tok,Kuil,nokuwa,Nokuwa,tomo sewi Nokuwa,False,
Q11646210,Noma Shrine,野間神社 (今治市),id,Kuil Noma,tok,Kuil,noma,Noma,tomo sewi Noma,False,
Q11646209,Noma Shrine,野間神社,id,Kuil Noma,tok,Kuil,noma,Noma,tomo sewi Noma,False,
Q135194812,"Noma Shrine (Kosaka Town, Kanazawa City)",野間神社（金沢市小坂町）,id,"Kuil Noma (Kosaka, Kanazawa)",tok,Kuil,noma,Noma,tomo sewi Noma,False,
Q135194810,"Noma Shrine (Tamahokocho, Kanazawa City)",野間神社（金沢市玉鉾町）,id,"Kuil Noma (Tamahokocho, Kanazawa)",tok,Kuil,noma,Noma,tomo sewi Noma,False,
Q124482342,Nomago Shrine,野孫神社,id,Kuil Nomago,tok,Kuil,nomago,Nomako,tomo sewi Nomako,False,
Q135193392,Nomaki Mukuge Shrine,野巻椋神社,id,Kuil Nomaki Mukuge,tok,Kuil,nomakimukuge,Nomakimukuke,tomo sewi Nomakimukuke,False,
Q135039228,Nomano Shrine,野間神社 (能勢町),id,Kuil Nomano,tok,Kuil,nomano,Nomano,tomo sewi Nomano,False,
Q135040289,Nomano Shrine,野間神社,id,Kuil Nomano,tok,Kuil,nomano,Nomano,tomo sewi Nomano,False,
Q135041221,Nomatano Shrine,野俣神社,id,Kuil Nomatano,tok,Kuil,nomatano,Nomatano,tomo sewi Nomatano,False,
Q11646130,Nomi Shrine,野見神社,id,Kuil Nomi,tok,Kuil,nomi,Nomi,tomo sewi Nomi,False,
Q11646128,Nomi Shrine,野見神社 (一宮市),id,Kuil Nomi,tok,Kuil,nomi,Nomi,tomo sewi Nomi,False,
Q135190182,Nomi Shrine,野見神社,id,Kuil Nomi,tok,Kuil,nomi,Nomi,tomo sewi Nomi,False,
Q135190183,Nomi Shrine,野見神社,id,Kuil Nomi,tok,Kuil,nomi,Nomi,tomo sewi Nomi,False,
Q106852594,Nomi no Sukune Shrine,野見宿禰神社,id,Kuil Nomi no Sukune,tok,Kuil,nominosukune,Nominosukune,tomo sewi Nominosukune,False,
Q106852595,Nomi no Sukune Shrine,野見宿禰神社,id,Kuil Nomi no Sukune,tok,Kuil,nominosukune,Nominosukune,tomo sewi Nominosukune,False,
Q135039467,Nomino Shrine,野見神社,id,Kuil Nomino,tok,Kuil,nomino,Nomino,tomo sewi Nomino,False,
Q135039563,Nomino Shrine,野見神社,id,Kuil Nomino,tok,Kuil,nomino,Nomino,tomo sewi Nomino,False,
Q135098105,Nomino Shrine,乃弥神社,id,Kuil Nomino,tok,Kuil,nomino,Nomino,tomo sewi Nomino,False,
Q135289475,Nomino Shrine,乃弥神社,id,Kuil Nomino,tok,Kuil,nomino,Nomino,tomo sewi Nomino,False,
Q134886682,Nomiya Shrine,野宮神社,id,Kuil Nomiya,tok,Kuil,nomiya,Nomija,tomo sewi Nomija,False,
Q135194822,Nomizuchi Shrine,野蛟神社,id,Kuil Nomizuchi,tok,Kuil,nomizuchi,Nomisusi,tomo sewi Nomisusi,False,
Q135192983,Nomoto Shrine,野本神社(大神宮),id,Kuil Nomoto,tok,Kuil,nomoto,Nomoto,tomo sewi Nomoto,False,
Q11645668,Nomura Shrine,野村神社,id,Kuil Nomura,tok,Kuil,nomura,Nomula,tomo sewi Nomula,False,
Q134956253,Nonaka Shrine,野中神社,id,Kuil Nonaka,tok,Kuil,nonaka,Nonaka,tomo sewi Nonaka,False,
Q501266,Nonomiya Shrine,野宮神社,id,Kuil Nonomiya,tok,Kuil,nonomiya,Nonomija,tomo sewi Nonomija,False,
Q11644899,Nonomiya Shrine,野々宮神社,id,Kuil Nonomiya,tok,Kuil,nonomiya,Nonomija,tomo sewi Nonomija,False,
Q11644900,Nonomiya Shrine,野々宮神社,id,Kuil Nonomiya,tok,Kuil,nonomiya,Nonomija,tomo sewi Nonomija,False,
Q124496757,Nonomiya Shrine,野々宮神社,id,Kuil Nonomiya,tok,Kuil,nonomiya,Nonomija,tomo sewi Nonomija,False,
Q134956156,Nonomiya Shrine,野々宮神社,id,Kuil Nonomiya,tok,Kuil,nonomiya,Nonomija,tomo sewi Nonomija,False,
Q134891803,Nopporo Shrine,野幌神社,id,Kuil Nopporo,tok,Kuil,nopporo,Nopolo,tomo sewi Nopolo,False,
Q81504019,Norazunomori Shrine,不乗森神社,id,Kuil Norazunomori,tok,Kuil,norazunomori,Nolasunomoli,tomo sewi Nolasunomoli,False,
Q135040697,Norihano Shrine,法庭神社,id,Kuil Norihano,tok,Kuil,norihano,Nolipano,tomo sewi Nolipano,False,
Q11588599,Norito Shrine,祝詞神社,id,Kuil Norito,tok,Kuil,norito,Nolito,tomo sewi Nolito,False,
Q135198758,Norito Shrine,能理刀神社,id,Kuil Norito,tok,Kuil,norito,Nolito,tomo sewi Nolito,False,
Q135199422,Norito Shrine,能理刀神社,id,Kuil Norito,tok,Kuil,norito,Nolito,tomo sewi Nolito,False,
Q135040762,Noritono Shrine,能利刀神社,id,Kuil Noritono,tok,Kuil,noritono,Nolitono,tomo sewi Nolitono,False,
Q135041528,Noritono Shrine,能理刀神社,id,Kuil Noritono,tok,Kuil,noritono,Nolitono,tomo sewi Nolitono,False,
Q135040946,Noroshino Shrine,野呂志神社,id,Kuil Noroshino,tok,Kuil,noroshino,Nolosino,tomo sewi Nolosino,False,
Q135040110,Nosakano Shrine,野坂神社,id,Kuil Nosakano,tok,Kuil,nosakano,Nosakano,tomo sewi Nosakano,False,
Q135039446,Noshirino Shrine,野志里神社,id,Kuil Noshirino,tok,Kuil,noshirino,Nosilino,tomo sewi Nosilino,False,
Q135040774,Noshirono Shrine,野白神社,id,Kuil Noshirono,tok,Kuil,noshirono,Nosilono,tomo sewi Nosilono,False,
Q135270428,Noshirono Shrine,野白神社,id,Kuil Noshirono,tok,Kuil,noshirono,Nosilono,tomo sewi Nosilono,False,
Q135194892,Noto Ikutama-hiko Shrine,能登生國玉比古神社,id,Kuil Noto Ikutama-hiko,tok,Kuil,notoikutamahiko,Notowikutamapiko,tomo sewi Notowikutamapiko,False,
Q135194890,Noto Ikutama-hiko Shrine (Keta Hongū),能登生國玉比古神社(気多本宮),id,Kuil Noto Ikutama-hiko (Keta Hongū),tok,Kuil,notoikutamahiko,Notowikutamapiko,tomo sewi Notowikutamapiko,False,
Q135503400,Noto Aviation Shrine,能登航空神社,id,Kuil Noto Penerbangan,tok,Kuil,notopenerbangan,Notopenepankan,tomo sewi Notopenepankan,False,
Q135194893,Notobu Shrine,能登部神社,id,Kuil Notobu,tok,Kuil,notobu,Notopu,tomo sewi Notopu,False,
Q135040313,Notohime Shrine,能登比咩神社,id,Kuil Notohime,tok,Kuil,notohime,Notopime,tomo sewi Notopime,False,
Q135040096,Notono Shrine,能登神社,id,Kuil Notono,tok,Kuil,notono,Notono,tomo sewi Notono,False,
Q135040297,Notsuchino Shrine,野蛟神社,id,Kuil Notsuchino,tok,Kuil,notsuchino,Notusino,tomo sewi Notusino,False,
Q135041115,Nowino Shrine,野井神社,id,Kuil Nowino,tok,Kuil,nowino,Nowino,tomo sewi Nowino,False,
Q18338781,Noyori-hachiman-sha,野依八幡社,id,Kuil Noyori-hachiman-sha,tok,Kuil,noyorihachimansha,Nojolipasimansija,tomo sewi Nojolipasimansija,False,
Q11646162,Nozatosumiyoshi Shrine,野里住吉神社,id,Kuil Nozatosumiyoshi,tok,Kuil,nozatosumiyoshi,Nosatosumijosi,tomo sewi Nosatosumijosi,False,
Q106852465,Nozawa Inari Shrine,野沢稲荷神社,id,Kuil Nozawa Inari,tok,Kuil,nozawainari,Nosawanali,tomo sewi Nosawanali,False,
Q11651349,Nudehiko Nudehime Shrine,鐸比古鐸比賣神社,id,Kuil Nudehiko Nudehime,tok,Kuil,nudehikonudehime,Nutepikonutepime,tomo sewi Nutepikonutepime,False,
Q135040278,Nukahikashino Shrine,額東神社,id,Kuil Nukahikashino,tok,Kuil,nukahikashino,Nukapikasino,tomo sewi Nukapikasino,False,
Q135040279,Nukanishino Shrine,額西神社,id,Kuil Nukanishino,tok,Kuil,nukanishino,Nukanisino,tomo sewi Nukanisino,False,
Q135186796,Nukata Shrine,額田神社,id,Kuil Nukata,tok,Kuil,nukata,Nukata,tomo sewi Nukata,False,
Q135186797,Nukata Shrine,額田神社,id,Kuil Nukata,tok,Kuil,nukata,Nukata,tomo sewi Nukata,False,
Q135039450,Nukatano Shrine,額田神社,id,Kuil Nukatano,tok,Kuil,nukatano,Nukatano,tomo sewi Nukatano,False,
Q135425990,Nukihoko Shrine,抜鉾神社,id,Kuil Nukihoko,tok,Kuil,nukihoko,Nukipoko,tomo sewi Nukipoko,False,
Q135426002,Nukisaki Shrine,貫前神社,id,Kuil Nukisaki,tok,Kuil,nukisaki,Nukisaki,tomo sewi Nukisaki,False,
Q28685916,Nukui Shrine,貫井神社,id,Kuil Nukui,tok,Kuil,nukui,Nukuwi,tomo sewi Nukuwi,False,
Q135155496,Numao Shrine,沼尾神社,id,Kuil Numao,tok,Kuil,numao,Numo,tomo sewi Numo,False,
Q134734210,Numata Shrine,沼田神社,id,Kuil Numata,tok,Kuil,numata,Numata,tomo sewi Numata,False,
Q135195029,Nunagawa Shrine,奴奈川神社,id,Kuil Nunagawa,tok,Kuil,nunagawa,Nunakawa,tomo sewi Nunakawa,False,
Q135195027,Nunagawa Shrine (Ama-no Shrine precinct),天津神社境内奴奈川神社,id,Kuil Nunagawa (Ama-no precinct),tok,Kuil,nunagawa,Nunakawa,tomo sewi Nunakawa,False,
Q135040414,Nunakahano Shrine,奴奈川神社,id,Kuil Nunakahano,tok,Kuil,nunakahano,Nunakapano,tomo sewi Nunakapano,False,
Q135069982,Nunakawa Shrine,奴奈川神社,id,Kuil Nunakawa,tok,Kuil,nunakawa,Nunakawa,tomo sewi Nunakawa,False,
Q135069983,Nunakawa Shrine (Echigo Province),奴奈川神社,id,Kuil Nunakawa (Echigo),tok,Kuil,nunakawa,Nunakawa,tomo sewi Nunakawa,False,
Q135195203,Nunaki Shrine,奴々伎神社,id,Kuil Nunaki,tok,Kuil,nunaki,Nunaki,tomo sewi Nunaki,False,
Q11554446,Nunakuma Shrine,沼名前神社,id,Kuil Nunakuma,tok,Kuil,nunakuma,Nunakuma,tomo sewi Nunakuma,False,
Q135195314,Nunomori Shrine,布杜神社,id,Kuil Nunomori,tok,Kuil,nunomori,Nunomoli,tomo sewi Nunomoli,False,
Q11480799,Nunose Shrine,布忍神社,id,Kuil Nunose,tok,Kuil,nunose,Nunose,tomo sewi Nunose,False,
Q135069767,Nunosei Shrine,布制神社,id,Kuil Nunosei,tok,Kuil,nunosei,Nunose,tomo sewi Nunose,False,
Q135069768,Nunosei Shrine (Shinano Province),布制神社,id,Kuil Nunosei (Shinano),tok,Kuil,nunosei,Nunose,tomo sewi Nunose,False,
Q135070138,Nunosu Shrine,布須神社,id,Kuil Nunosu,tok,Kuil,nunosu,Nunosu,tomo sewi Nunosu,False,
Q135070139,Nunosu Shrine (Izumo Province),布須神社,id,Kuil Nunosu (Izumo),tok,Kuil,nunosu,Nunosu,tomo sewi Nunosu,False,
Q135098896,Nunotahimeno- Shrine,努能太比売命神社,id,Kuil Nunotahimeno-,tok,Kuil,nunotahimeno,Nunotapimeno,tomo sewi Nunotapimeno,False,
Q135070088,Nunowareya Shrine,布吾弥神社,id,Kuil Nunowareya,tok,Kuil,nunowareya,Nunowaleja,tomo sewi Nunowaleja,False,
Q135040523,Nunukino Shrine,奴奴伎神社,id,Kuil Nunukino,tok,Kuil,nunukino,Nunukino,tomo sewi Nunukino,False,
Q11565409,Nuribe Shrine,漆部神社,id,Kuil Nuribe,tok,Kuil,nuribe,Nulipe,tomo sewi Nulipe,False,
Q135504317,Nuribe Shrine,塗部神社,id,Kuil Nuribe,tok,Kuil,nuribe,Nulipe,tomo sewi Nulipe,False,
Q135039770,Nushiishino Shrine,主石神社,id,Kuil Nushiishino,tok,Kuil,nushiishino,Nusisino,tomo sewi Nusisino,False,
Q11554609,Nuta Shrine,沼田神社 (三原市),id,Kuil Nuta,tok,Kuil,nuta,Nuta,tomo sewi Nuta,False,
Q135098871,Nutehikono Shrine,鐸比古神社,id,Kuil Nutehikono,tok,Kuil,nutehikono,Nutepikono,tomo sewi Nutepikono,False,
Q135098873,Nutehimeno Shrine,鐸比売神社,id,Kuil Nutehimeno,tok,Kuil,nutehimeno,Nutepimeno,tomo sewi Nutepimeno,False,
Q123115002,Nyakuichi Shrine,若一神社,id,Kuil Nyakuichi,tok,Kuil,nyakuichi,Nakuwisi,tomo sewi Nakuwisi,False,
Q134598549,Nyakuichi Shrine,若一神社,id,Kuil Nyakuichi,tok,Kuil,nyakuichi,Nakuwisi,tomo sewi Nakuwisi,False,
Q134887103,Nyakuichi Inari Shrine,若王子稲荷神社,id,Kuil Nyakuichi Inari,tok,Kuil,nyakuichiinari,Nakuwisinali,tomo sewi Nakuwisinali,False,
Q11616187,Nyakuichi Ōji Shrine,若一王子神社,id,Kuil Nyakuichi Ōji,tok,Kuil,nyakuichiōji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q107410083,Nyakuichi Ōji Shrine,若一王子神社,id,Kuil Nyakuichi Ōji,tok,Kuil,nyakuichiōji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q134956060,Nyakuichi Ōji Shrine,若一王子神社,id,Kuil Nyakuichi Ōji,tok,Kuil,nyakuichiōji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q134956983,Nyakuichi Ōji Shrine,若一王子神社,id,Kuil Nyakuichi Ōji,tok,Kuil,nyakuichiōji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q134989408,Nyakuichi Ōji Shrine,若一王子神社,id,Kuil Nyakuichi Ōji,tok,Kuil,nyakuichiōji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q135459621,Nyakuichi Ōji Shrine,若一王子神社,id,Kuil Nyakuichi Ōji,tok,Kuil,nyakuichiōji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q135433626,Nyakuichi Ōji Shrine,若一王子神社,id,Kuil Nyakuichi Ōji,tok,Kuil,nyakuichiōji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q135425164,Nyakuichi Ōji Shrine,若一王子神社,id,Kuil Nyakuichi Ōji,tok,Kuil,nyakuichiōji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q117197847,Nyakuichioji Shrine (Fujieda),若一王子神社,id,Kuil Nyakuichioji (Fujieda),tok,Kuil,nyakuichioji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q134956453,Nyakuichiōji Shrine,若一王子神社,id,Kuil Nyakuichiōji,tok,Kuil,nyakuichiōji,Nakuwisijosi,tomo sewi Nakuwisijosi,False,
Q119929460,Nyotai Shrine,女体神社,id,Kuil Nyotai,tok,Kuil,nyotai,Nota,tomo sewi Nota,False,
Q110994911,Nyotai Shrine,女体神社,id,Kuil Nyotai,tok,Kuil,nyotai,Nota,tomo sewi Nota,False,
Q119929489,Nyotai Shrine,女体神社,id,Kuil Nyotai,tok,Kuil,nyotai,Nota,tomo sewi Nota,False,
Q119929498,Nyotai Shrine,女体神社,id,Kuil Nyotai,tok,Kuil,nyotai,Nota,tomo sewi Nota,False,
Q110994864,Nyotai Shrine,女躰神社,id,Kuil Nyotai,tok,Kuil,nyotai,Nota,tomo sewi Nota,False,
